M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
607,15,5,fp16,T,T,53,-376,0.01091,0.00854,0.7823,4,849,3.9,0,1.0026
142,3764,102,fp16,N,N,223,-606624207,0.00910,0.01087,1.1950,4,623,322.6,0,1.0114
29792,4042,275,fp32,N,T,612,-606618380,2.26475,2.64544,1.1681,4,5,229.1,0,1.1487
4,267,32,fp32,T,N,519,-606624732,0.00933,0.00852,0.9137,4,957,4.2,0,0.8988
549,15,19950,bf16,N,T,64,-606623202,0.05424,0.25983,4.7902,4,37,415.5,0,0.9037
10,2136,10,bf16,T,N,441,-606630778,0.01097,0.00861,0.7852,4,962,11.7,0,0.9991
11,9,55,bf16,N,N,166,-606629829,0.01032,0.00877,0.8496,4,778,0.3,0,1.0091
7488,660,608,fp32,N,N,562,-606605148,0.20951,0.21477,1.0251,4,50,188.9,0,1.0839
738,481,13,bf16,T,T,39,-356,0.01143,0.00848,0.7420,4,849,127.0,0,0.9400
2903,646,13138,fp16,N,N,99,-606603416,0.65832,0.65385,0.9932,4,16,153.0,0,1.0654
19,292,10,bf16,T,T,39,-606619926,0.01148,0.00845,0.7365,4,830,2.5,0,0.9623
25,28,10,fp32,T,N,525,-606603838,0.01061,0.00914,0.8617,4,972,0.5,0,1.0096
409,3249,920,fp16,N,T,68,-606604851,0.05226,0.22482,4.3023,4,44,230.5,0,1.0116
20042,3,45,bf16,T,T,39,-606619917,0.01138,0.01645,1.4453,4,461,179.7,0,1.0023
3,61,232,fp16,T,N,49,-606603020,0.01171,0.03054,2.6075,4,226,2.6,0,1.0057
4,1,813,fp32,T,T,83,-9,0.00857,0.03034,3.5388,4,181,1.9,0,1.0245
4915,1,3,bf16,T,N,3,-9,0.00747,0.00557,0.7463,4,1110,6.6,0,1.0587
7615,3,4728,bf16,N,T,64,-606623149,0.07477,0.10440,1.3964,4,93,964.7,0,1.0078
32,492,1424,bf16,T,N,340,-606630798,0.01733,0.01769,1.0205,4,404,89.7,0,1.0091
14,16607,2775,fp16,N,N,103,-606624140,0.09831,0.18757,1.9079,4,53,947.8,0,1.0039
32415,1664,2,fp32,T,T,82,-606620832,0.15597,0.34214,2.1937,4,29,1385.1,0,1.0001
874,13294,19,fp16,N,N,98,-606603425,0.06948,0.09270,1.3342,4,102,676.7,0,1.0108
26,4435,3730,fp32,N,T,612,-606618203,0.08004,0.08506,1.0627,4,115,837.3,0,1.0092
2,7829,226,fp32,T,T,15,-606620831,0.02415,0.03138,1.2991,4,269,295.7,0,1.0365
2115,2242,1,fp16,N,T,62,-524,0.02442,0.04402,1.8022,4,197,776.9,0,0.9956
391,1,28891,bf16,N,N,4,-9,0.04953,1.50520,30.3876,4,7,457.3,0,1.0079
1929,5,11,fp16,T,T,53,-378,0.01148,0.00863,0.7520,4,861,7.1,0,1.0017
123,150,312,fp32,N,T,612,-606618108,0.01178,0.00886,0.7522,4,719,35.2,0,1.0021
736,135,13499,bf16,N,N,176,-606605266,0.11397,0.11386,0.9990,4,83,209.8,0,1.0125
4,2,1,fp32,N,N,329,-606627934,0.01049,0.00874,0.8330,4,736,0.0,0,1.0020
14,23660,56,fp16,N,T,62,-606627735,0.01196,0.02038,1.7043,4,402,332.6,0,1.0034
2,2,10320,bf16,N,N,18,-606629879,0.10506,0.10491,0.9986,4,74,0.8,0,1.0246
634,10,164,bf16,T,N,231,-606630723,0.01064,0.00876,0.8238,4,719,22.2,0,1.0106
666,3513,24,bf16,N,T,57,-606603193,0.01799,0.03302,1.8351,4,262,531.3,0,1.0103
18031,638,160,bf16,T,N,231,-606605602,0.07609,0.07578,0.9959,4,123,683.2,0,1.0018
3132,1454,858,bf16,N,N,166,-606629917,0.10668,0.19790,1.8552,4,50,244.5,0,1.0048
1,23768,2,fp32,N,N,557,-9,0.00735,0.00900,1.2256,4,861,38.8,0,1.0094
30698,21897,274,bf16,T,T,39,-606619900,7.15254,7.24096,1.0124,4,5,379.9,0,1.0213
6867,239,4,fp32,N,T,612,-606618245,0.01155,0.00974,0.8427,4,700,578.0,0,1.0241
6,46,22541,bf16,N,N,176,-606629919,0.04364,0.11842,2.7136,4,78,53.7,0,1.0038
17,52,6179,fp32,N,N,556,-606628038,0.03766,0.13094,3.4770,4,71,45.4,0,1.0030
1,2,185,fp16,T,N,31,-606602867,0.00440,0.00441,1.0016,4,1036,0.3,0,1.0002
7,21857,4,bf16,N,T,57,-606603238,0.00741,0.01471,1.9842,4,487,106.2,0,1.0055
1005,13315,10,fp32,N,N,556,-606627764,0.05771,0.07239,1.2543,4,131,937.4,0,0.9925
331,705,6,fp16,T,N,245,-606603020,0.00744,0.00813,1.0930,4,865,127.1,0,1.0039
143,125,19,fp32,T,N,519,-606624762,0.00744,0.00789,1.0598,4,967,12.3,0,0.9987
2299,39,1,bf16,T,T,39,-606619917,0.00762,0.00776,1.0183,4,757,47.7,0,1.0036
10258,11,6312,bf16,T,N,247,-606605544,0.15598,0.15535,0.9959,4,63,834.0,0,1.0128
34,5354,1,fp16,T,T,53,-606629613,0.00758,0.00806,1.0634,4,915,97.5,0,0.9977
19,21574,25,fp16,T,N,245,-606602969,0.00883,0.01869,2.1162,4,370,307.9,0,1.0059
1,7140,4962,bf16,N,N,284,-606629825,0.09580,0.09630,1.0053,4,103,740.1,0,0.9996
12324,208,6475,fp16,T,N,543,-606623022,0.34987,0.34745,0.9931,4,29,493.2,0,1.0567
40,62,74,fp16,T,N,245,-606602969,0.00731,0.00771,1.0547,4,902,3.4,0,0.9805
11,18,86,bf16,T,T,39,-606619917,0.00773,0.00781,1.0097,4,647,0.7,0,1.0026
2,5403,581,fp32,N,N,556,-606628037,0.01392,0.01714,1.2308,4,474,905.2,0,0.9984
2,10314,894,fp32,N,N,556,-606627846,0.03436,0.04926,1.4336,4,187,1076.0,0,1.0030
169,91,38,bf16,N,N,166,-606605260,0.00732,0.00759,1.0368,4,865,11.1,0,1.0024
1,10998,66,bf16,T,N,4,-9,0.00577,0.00909,1.5760,4,727,259.5,0,0.9988
6,135,24,bf16,T,T,4,-354,0.00772,0.00785,1.0170,4,805,1.3,0,0.9994
4,579,18372,bf16,T,T,4,-354,1.16500,1.99164,1.7096,4,6,18.4,0,1.0020
9,730,6,fp16,N,N,92,-606603275,0.00745,0.00762,1.0231,4,933,4.7,0,1.0037
537,364,183,bf16,N,T,57,-606603237,0.00731,0.00838,1.1466,4,692,152.1,0,1.0044
17904,1,1115,fp32,N,T,613,-606618433,0.08005,0.10074,1.2585,4,88,998.5,0,1.0038
3652,2,5,fp32,N,T,612,-606618171,0.00729,0.00768,1.0529,4,1014,14.0,0,1.0109
92,14,130,bf16,T,T,39,-606619917,0.00740,0.00762,1.0299,4,656,4.4,0,0.9980
4423,248,2,bf16,N,T,201,-606603184,0.00796,0.01205,1.5139,4,600,553.4,0,1.0042
3335,4,9855,fp16,N,T,70,-606604760,0.07477,0.14255,1.9066,4,68,880.9,0,1.0066
5,282,3315,fp32,T,T,82,-606620792,0.07597,0.17657,2.3241,4,58,50.2,0,0.9940
14,2151,1818,fp32,T,N,519,-606624689,0.02882,0.03100,1.0757,4,302,550.5,0,1.0171
337,42,2,bf16,T,N,231,-606630710,0.00750,0.00782,1.0427,4,830,7.8,0,0.9928
220,30,1,fp32,N,T,612,-606618309,0.00742,0.00785,1.0579,4,1048,3.7,0,1.0080
8,19,43,bf16,N,T,57,-606603220,0.00734,0.00755,1.0279,4,957,0.4,0,1.0108
90,187,66,fp16,N,T,62,-606627721,0.00738,0.00770,1.0437,4,816,14.1,0,1.0029
8,691,295,fp16,N,N,94,-606603275,0.00792,0.00801,1.0109,4,677,54.9,0,0.9974
20,51,11,bf16,T,T,39,-606619917,0.00841,0.00803,0.9544,4,733,0.7,0,0.9961
12564,16,574,fp32,T,N,539,-606603805,0.02854,0.03417,1.1974,4,267,1040.3,0,1.1399
5,2383,23,fp32,N,T,612,-606601985,0.00886,0.00813,0.9182,4,967,30.2,0,0.8882
16,220,72,fp32,T,T,82,-606620755,0.00892,0.00802,0.8996,4,677,9.2,0,1.0003
96,1309,122,fp16,N,N,94,-606603411,0.00836,0.00812,0.9705,4,757,101.1,0,0.9934
118,152,8,bf16,T,T,39,-355,0.00886,0.00827,0.9334,4,865,8.6,0,0.9946
3296,16,33,bf16,N,N,388,-606605272,0.00853,0.00806,0.9453,4,938,50.4,0,1.0029
2,10224,26560,fp16,N,N,399,-606624210,0.48873,1.50131,3.0719,4,7,1111.6,0,1.0017
486,7893,1042,bf16,N,T,57,-606603161,0.12256,0.29098,2.3742,4,32,267.7,0,1.0007
6,8387,214,bf16,N,T,57,-606603220,0.00896,0.01328,1.4824,4,581,423.4,0,1.0050
288,787,45,fp32,T,N,519,-606603796,0.00807,0.00801,0.9919,4,760,136.3,0,1.0158
14,855,174,fp32,N,N,556,-606627932,0.00826,0.00807,0.9763,4,763,79.0,0,1.0047
15258,3,189,fp32,T,T,82,-606620761,0.01758,0.01789,1.0178,4,456,666.8,0,1.0043
190,142,282,fp32,N,N,556,-606605038,0.00831,0.00812,0.9764,4,757,58.0,0,0.9991
7244,1784,5,fp16,N,N,358,-606624204,0.04898,0.04951,1.0108,4,180,1057.3,0,1.0030
35,255,2,fp16,T,N,245,-606622845,0.00808,0.00840,1.0397,4,849,4.6,0,1.0045
809,24,101,fp16,N,T,227,-606627721,0.00813,0.00807,0.9931,4,893,30.2,0,1.0046
1,136,775,fp16,T,N,35,-606602870,0.01060,0.01053,0.9937,4,498,20.1,0,1.0024
480,3697,1947,fp16,T,N,249,-606622985,0.11663,0.74915,6.4231,4,14,200.3,0,1.0086
11,9204,38,bf16,N,N,273,-606605199,0.00819,0.00786,0.9603,4,920,135.0,0,1.0030
713,157,29813,bf16,N,T,64,-606603150,0.42425,0.45882,1.0815,4,22,123.3,0,1.0147
730,8,20,fp32,T,T,82,-606620759,0.00817,0.00804,0.9836,4,877,10.1,0,1.0043
113,7289,34,fp16,N,T,62,-606627735,0.01072,0.01671,1.5585,4,465,354.2,0,1.0069
6,131,18,fp16,T,T,36,-606629603,0.00828,0.00824,0.9953,4,598,1.0,0,0.9943
5,2935,17,bf16,T,N,31,-606630710,0.00805,0.00783,0.9727,4,885,19.7,0,0.9978
2,906,19,fp16,N,N,98,-606624100,0.00805,0.00791,0.9828,4,938,5.2,0,1.0019
58,412,2278,bf16,T,N,345,-606605534,0.02176,0.06946,3.1920,4,128,102.8,0,1.0042
4238,11,503,fp16,N,T,62,-606627734,0.01237,0.01668,1.3488,4,479,360.7,0,1.0026
80,11,6,bf16,N,N,166,-606605218,0.00805,0.00791,0.9831,4,838,0.6,0,1.0035
300,7955,1,bf16,N,N,166,-606629829,0.01498,0.01489,0.9938,4,493,638.4,0,1.0005
11646,263,66,bf16,N,N,166,-606629917,0.02691,0.02721,1.0112,4,308,513.7,0,1.0136
598,18698,5434,fp32,T,N,519,-606624850,3.89300,4.08603,1.0496,4,5,119.2,0,1.0309
7,48,3662,fp32,T,T,82,-606620792,0.07902,0.14210,1.7983,4,54,10.2,0,0.9997
422,6,9498,fp16,N,T,70,-606604754,0.02666,0.13074,4.9032,4,76,305.3,0,1.0033
1,179,41,fp16,N,T,63,-9,0.00453,0.00808,1.7813,4,947,3.4,0,1.0047
4033,2302,3,fp32,T,N,519,-606603818,0.03410,0.03812,1.1179,4,225,1091.2,0,1.0043
1513,200,10,fp32,T,N,525,-606624685,0.00796,0.00795,0.9986,4,902,160.6,0,0.9973
2576,3,293,fp32,T,N,212,-606603783,0.00854,0.00879,1.0300,4,857,357.7,0,1.0101
32,9,3,bf16,T,N,231,-606630710,0.00797,0.00843,1.0577,4,993,0.2,0,1.0081
79,10610,12314,fp32,N,N,556,-606604984,0.84085,1.38147,1.6429,4,8,630.1,0,1.0663
17624,1822,3,bf16,T,T,39,-355,0.14720,0.42655,2.8978,4,23,873.4,0,0.9686
1,686,241,fp32,N,N,557,-606627940,0.00806,0.00805,0.9987,4,830,82.5,0,1.0035
10808,116,31,bf16,N,T,57,-606603238,0.01564,0.02645,1.6909,4,318,363.9,0,0.9991
3,3408,35,bf16,T,T,4,-357,0.00840,0.00822,0.9776,4,849,33.3,0,0.9776
17924,389,23,fp16,N,T,62,-606604838,0.04330,0.07367,1.7011,4,128,663.5,0,1.0222
48,10,7362,bf16,N,N,176,-606605266,0.01605,0.01461,0.9107,4,358,53.3,0,0.9812
10279,4,7,fp16,T,T,53,-378,0.00930,0.00854,0.9183,4,778,33.2,0,1.0043
13,40,34,bf16,N,N,388,-606605199,0.00849,0.00805,0.9479,4,1014,0.7,0,1.0089
371,1678,534,fp32,N,N,556,-606627761,0.03203,0.03929,1.2266,4,228,214.4,0,1.0107
2092,12095,486,bf16,N,N,166,-606605263,0.37265,1.10290,2.9596,4,9,308.6,0,1.0038
1,19410,389,fp16,N,N,93,-9,0.01676,0.01885,1.1246,4,419,905.7,0,1.0131
2,4,89,fp16,T,T,36,-374,0.00783,0.01615,2.0627,4,352,0.1,0,0.9994
2259,630,4242,fp16,T,N,250,-606603068,0.12814,0.47074,3.6736,4,22,235.7,0,0.9933
102,12697,1629,bf16,N,N,174,-606605264,0.09429,0.21749,2.3066,4,44,497.2,0,1.0038
11,1,1388,fp16,N,T,69,-9,0.00452,0.01057,2.3361,4,476,7.4,0,1.0067
18,16257,2,fp16,N,T,62,-520,0.00758,0.00978,1.2897,4,665,162.9,0,0.9884
132,1,354,fp16,N,T,63,-9,0.00456,0.00809,1.7752,4,607,20.8,0,1.0062
2238,24,5620,bf16,T,N,502,-606630769,0.03867,0.19548,5.0553,4,52,663.1,0,0.9945
477,85,134,fp32,T,T,82,-606620814,0.00787,0.01030,1.3081,4,557,58.9,0,0.9997
200,92,19841,fp16,T,N,396,-606603003,0.10050,0.95484,9.5011,4,11,116.0,0,0.9950
1037,138,12,fp16,T,T,88,-606629555,0.00907,0.00829,0.9137,4,798,66.2,0,1.0023
18,2,14746,fp16,N,N,48,-606603392,0.15195,0.15173,0.9985,4,47,3.9,0,0.9856
6,4739,22,fp16,N,N,94,-606624243,0.00846,0.00813,0.9615,4,893,38.1,0,1.0055
114,7,2,fp32,N,N,556,-606604955,0.00860,0.00833,0.9683,4,1054,0.5,0,0.9878
293,5,9,bf16,N,T,57,-606603183,0.00884,0.00830,0.9392,4,1009,1.3,0,1.0023
1679,13,6,fp16,T,N,245,-606622900,0.00866,0.00844,0.9748,4,889,12.4,0,1.0111
7,11465,135,bf16,N,N,166,-606629913,0.01025,0.00994,0.9694,4,697,333.5,0,1.0086
40,21,2,bf16,N,T,57,-606623163,0.00864,0.00814,0.9416,4,841,0.4,0,0.9970
7891,1949,4358,fp32,T,T,82,-606620827,3.98209,3.98087,0.9997,4,5,58.5,0,1.0971
60,17078,764,fp32,T,N,519,-606634109,0.07151,0.07252,1.0141,4,130,789.8,0,1.0918
22472,127,384,bf16,T,N,231,-606630849,0.03493,0.04188,1.1991,4,196,823.8,0,1.0027
3,480,795,fp32,T,N,253,-606624704,0.01246,0.02206,1.7706,4,301,123.7,0,0.8689
551,78,996,bf16,T,N,238,-606605540,0.01604,0.01812,1.1298,4,394,88.8,0,1.0149
2,3,236,bf16,N,T,57,-606623163,0.00803,0.00774,0.9636,4,753,0.3,0,1.0036
7017,739,50,fp32,N,T,612,-606618425,0.03692,0.05560,1.5057,4,167,603.8,0,1.0168
6,387,354,bf16,N,N,166,-606629876,0.00875,0.00837,0.9563,4,503,32.8,0,0.9864
14,5251,4529,fp16,N,N,103,-606624108,0.08691,0.08917,1.0260,4,107,552.1,0,1.0129
3,14,2,bf16,T,T,4,-354,0.00847,0.00846,0.9986,4,1042,0.0,0,0.9869
6442,1,85,fp32,N,T,613,-9,0.00516,0.00806,1.5614,4,893,429.4,0,0.9946
2,40,13041,fp32,T,T,15,-606620762,0.41876,0.67754,1.6180,4,14,5.2,0,0.9791
389,7,2805,fp32,T,N,519,-606603811,0.04151,0.04763,1.1473,4,194,107.3,0,1.0164
561,69,7386,fp16,T,T,53,-606629622,0.12792,0.92589,7.2382,4,11,74.0,0,1.0001
7,15729,352,fp16,T,N,63,-606622868,0.01821,0.08922,4.8994,4,108,632.5,0,1.0149
105,542,6,fp32,T,N,519,-606624792,0.00749,0.00784,1.0473,4,962,32.5,0,0.9823
20398,9,7,bf16,N,T,57,-606623163,0.00744,0.02079,2.7947,4,362,137.1,0,1.0012
1589,28,2342,fp16,N,T,68,-606627650,0.02443,0.02447,1.0015,4,357,317.3,0,0.9971
19400,9691,148,fp16,N,N,94,-606603419,1.40281,1.39829,0.9968,4,8,542.2,0,1.0517
2,1,141,bf16,N,N,2,-9,0.00450,0.02257,5.0200,4,279,0.2,0,0.9565
4498,3,13638,bf16,N,N,18,-606629879,0.22596,0.22600,1.0002,4,42,543.6,0,1.0089
144,21008,96,bf16,N,N,388,-606629838,0.01796,0.01794,0.9989,4,440,900.0,0,0.9901
3,280,2149,fp32,T,T,15,-606620762,0.07365,0.11384,1.5458,4,85,33.1,0,1.0054
5,56,14958,fp32,N,T,614,-606602200,0.12246,0.65087,5.3148,4,16,29.8,0,1.0043
100,620,8221,fp32,T,N,539,-606624705,0.12184,0.17698,1.4525,4,55,196.4,0,1.0033
4,2059,8025,fp16,N,N,103,-606603403,0.05693,0.06364,1.1180,4,146,582.2,0,0.9936
2089,13,22,fp32,N,N,556,-606627988,0.00764,0.00793,1.0385,4,982,38.5,0,0.9946
28791,145,28,bf16,N,T,57,-606623173,0.03292,0.05614,1.7052,4,164,556.4,0,1.0073
12,145,1934,bf16,T,N,244,-606605534,0.01303,0.04354,3.3419,4,141,47.1,0,0.9891
435,646,6,fp32,T,N,519,-606624685,0.00739,0.00766,1.0366,4,952,155.6,0,0.9926
523,538,118,bf16,N,T,57,-606623163,0.00733,0.00921,1.2567,4,700,187.6,0,1.0005
3,6,279,fp16,N,T,62,-606627668,0.00737,0.00771,1.0461,4,692,0.7,0,0.9842
3,25738,3,fp32,T,N,253,-606624792,0.00744,0.00764,1.0273,4,889,83.0,0,0.9965
8,1279,19144,fp16,T,N,259,-606602963,0.06794,0.07773,1.1441,4,117,725.8,0,0.9979
12478,95,2,bf16,N,N,166,-714,0.00871,0.01791,2.0573,4,430,550.4,0,0.9824
123,14380,3587,bf16,N,N,281,-606629921,0.19130,0.27012,1.4120,4,37,580.9,0,1.0068
1,2305,68,fp32,N,T,613,-9,0.00444,0.00793,1.7844,4,972,143.2,0,1.0007
9,19269,29079,fp32,N,T,612,-606618439,2.11905,2.25288,1.0632,4,5,1058.5,0,1.1120
18,8668,2,fp32,T,T,82,-606620797,0.00816,0.00803,0.9845,4,736,85.0,0,0.9274
11147,2,63,bf16,T,T,39,-606619917,0.00821,0.01381,1.6820,4,535,182.0,0,1.0030
3238,143,19,fp32,N,N,556,-606627835,0.00857,0.00865,1.0095,4,834,246.0,0,0.9968
13,553,7,bf16,N,N,166,-606605226,0.00810,0.00790,0.9761,4,812,4.5,0,1.0056
3400,4163,83,fp16,N,N,94,-606624255,0.09953,0.11192,1.1245,4,84,581.5,0,1.0093
2622,54,2,fp32,N,T,612,-606618206,0.00809,0.00796,0.9838,4,911,72.7,0,1.0070
41,467,972,fp16,T,N,249,-606622748,0.01403,0.01538,1.0958,4,403,75.8,0,0.9999
5436,1,90,fp16,T,T,54,-606629617,0.00548,0.00541,0.9877,4,1009,182.5,0,1.0011
6,6883,40,bf16,T,N,31,-606630818,0.00778,0.00734,0.9432,4,915,92.1,0,1.0045
1152,26369,455,fp32,N,N,556,-606628015,0.83942,0.83706,0.9972,4,12,204.4,0,1.1501
10164,95,5,fp32,N,T,612,-606602084,0.00891,0.01542,1.7298,4,535,456.4,0,0.8885
19,4,8587,bf16,N,T,64,-606623202,0.01402,0.06836,4.8765,4,79,28.2,0,1.0008
5,572,1438,fp16,N,T,68,-606627646,0.01450,0.01466,1.0106,4,500,115.2,0,1.0036
14140,67,386,fp16,N,T,62,-606627668,0.04232,0.04234,1.0003,4,214,348.7,0,1.0003
5437,15117,6019,fp16,N,N,90,-606624264,8.89448,8.98213,1.0099,4,5,64.8,0,1.1992
4896,1723,2035,bf16,N,T,57,-606623161,0.42964,0.43505,1.0126,4,23,141.2,0,0.9397
186,6455,5,bf16,T,N,231,-606630771,0.00967,0.00888,0.9179,4,703,503.4,0,0.9449
207,23,9,bf16,N,N,166,-606605226,0.00849,0.00806,0.9494,4,845,2.7,0,0.9880
11285,4,2120,bf16,T,T,39,-606619899,0.05581,0.08055,1.4434,4,124,860.9,0,1.0181
110,326,3,fp16,N,N,98,-606624100,0.00836,0.01516,1.8134,4,400,17.5,0,0.9782
8,40,1127,fp32,N,T,616,-606602200,0.01105,0.03032,2.7435,4,243,19.7,0,1.0164
310,9,8,fp32,N,T,612,-606618206,0.00860,0.00800,0.9300,4,967,2.5,0,0.9978
10,267,16,fp16,T,T,53,-606629612,0.00902,0.00807,0.8945,4,647,2.2,0,0.9506
913,1584,165,fp16,T,N,513,-606603059,0.01365,0.01354,0.9916,4,527,484.0,0,0.9932
2,2,1,bf16,N,N,12,-606629829,0.00792,0.00790,0.9976,4,838,0.0,0,0.9858
13,440,3,bf16,T,N,441,-606630671,0.00799,0.00829,1.0372,4,1042,3.2,0,0.9957
13871,1668,91,fp32,N,N,556,-606627767,0.17653,0.17511,0.9919,4,57,556.3,0,1.0665
200,4579,70,fp16,N,N,94,-606603313,0.01112,0.01088,0.9785,4,625,389.5,0,0.9611
1034,38,2704,fp16,N,N,107,-606624108,0.02121,0.02903,1.3684,4,307,280.7,0,1.0125
47,7179,3,fp32,N,T,612,-606618201,0.00798,0.00867,1.0869,4,695,180.1,0,1.0002
5,35,2208,fp16,N,T,68,-606627654,0.01345,0.01353,1.0064,4,381,13.2,0,1.0124
1200,121,1372,fp32,N,N,556,-606605100,0.02702,0.02940,1.0882,4,297,289.9,0,1.0061
3,3692,3,fp32,T,T,15,-606620754,0.00800,0.00801,1.0013,4,943,11.1,0,1.0008
1,7008,6688,fp16,N,N,394,-606624109,0.09194,0.14825,1.6125,4,67,1020.0,0,1.0008
151,89,17913,bf16,T,T,39,-606619899,0.33895,0.53939,1.5913,4,22,25.5,0,1.0079
48,170,13,fp16,T,N,245,-606622868,0.00799,0.00815,1.0191,4,661,4.8,0,1.0084
43,104,7,bf16,N,T,201,-606623200,0.00780,0.00802,1.0275,4,1042,2.6,0,1.0101
10524,9,7969,fp32,N,N,558,-606605146,0.33676,0.43697,1.2976,4,23,998.1,0,1.0107
9031,3497,253,fp32,T,T,82,-606620801,0.51139,0.59429,1.1621,4,17,271.8,0,1.0181
82,18846,3270,fp16,N,T,68,-606604809,0.19719,0.45768,2.3210,4,20,659.1,0,1.0988
1473,320,7,fp32,N,N,556,-606605027,0.00835,0.00845,1.0126,4,838,231.9,0,0.9058
95,7312,2007,fp32,N,N,556,-606628005,0.10837,0.12578,1.1607,4,77,574.3,0,0.9974
2,568,5,fp16,T,N,131,-606602975,0.00747,0.00824,1.1037,4,952,1.4,0,1.0027
33,371,9470,bf16,T,N,247,-606630698,0.04043,0.04037,0.9987,4,219,190.5,0,1.0056
564,12,206,bf16,N,T,57,-606603186,0.00741,0.00855,1.1542,4,692,35.7,0,0.9995
668,127,26,bf16,N,T,57,-606623167,0.00728,0.00761,1.0454,4,967,52.3,0,1.0062
1091,22,18967,fp16,T,T,53,-606629612,0.31358,2.41282,7.6945,4,5,134.9,0,1.0020
1,9544,738,bf16,T,N,4,-9,0.02191,0.05085,2.3208,4,185,644.7,0,1.0029
3,1831,9,fp32,T,N,253,-606624732,0.00737,0.00778,1.0562,4,982,11.9,0,0.9981
4438,30,2669,bf16,T,N,244,-606630768,0.04418,0.04411,0.9985,4,215,551.9,0,1.0060
475,464,1904,bf16,N,N,421,-606629833,0.03135,0.05979,1.9075,4,161,142.2,0,1.0034
223,12,13934,fp16,T,T,88,-606629622,0.24639,1.65583,6.7205,4,7,26.6,0,0.9987
1092,2,21588,fp16,N,N,48,-606624224,0.30307,0.30252,0.9982,4,33,155.9,0,1.0044
6155,5,20,fp32,N,T,612,-606601928,0.00875,0.00807,0.9226,4,967,70.4,0,0.9916
5581,302,10442,fp32,T,T,82,-606620815,1.24628,1.75601,1.4090,4,6,202.6,0,1.0028
47,105,12,bf16,T,N,231,-606630818,0.00832,0.00795,0.9546,4,977,2.8,0,1.0027
43,1056,2212,fp32,N,N,556,-606605146,0.02283,0.03421,1.4984,4,260,433.9,0,0.9998
551,19235,45,fp16,N,N,90,-606624258,0.07490,0.08337,1.1130,4,114,589.7,0,1.0144
6,40,394,fp16,T,T,71,-606629542,0.01686,0.05290,3.1382,4,146,2.2,0,1.0024
1,1400,34,bf16,T,N,4,-9,0.00525,0.00795,1.5135,4,638,19.2,0,1.0039
23,276,2296,bf16,T,N,345,-606605534,0.01445,0.06682,4.6252,4,119,96.8,0,1.0220
1954,14641,5709,fp16,N,N,94,-606624261,3.10071,4.33099,1.3968,4,5,98.0,0,1.0598
68,4169,23481,fp32,T,N,519,-606604027,0.78184,0.78692,1.0065,4,13,510.5,0,1.1212
2221,7045,8,fp32,N,T,612,-606602019,0.05553,0.07304,1.3154,4,128,1132.5,0,0.9398
205,366,20,bf16,N,N,166,-606605226,0.00909,0.00827,0.9092,4,885,35.5,0,0.9329
10,946,5,bf16,T,N,231,-606630714,0.00878,0.00827,0.9411,4,730,5.4,0,0.9867
1,31434,7593,bf16,T,T,4,-9,0.82553,0.82558,1.0001,4,13,578.4,0,1.0016
96,68,13981,fp16,T,T,53,-606629622,0.24932,1.83902,7.3763,4,6,18.5,0,1.0017
11445,7597,4602,bf16,N,N,166,-606630018,6.98225,8.12418,1.1635,4,5,74.9,0,1.0864
60,5,2220,fp32,N,T,612,-606618433,0.01698,0.03347,1.9710,4,166,34.1,0,0.9701
423,105,2,fp16,T,N,245,-606622845,0.00868,0.00835,0.9620,4,742,20.7,0,1.0072
3123,57,2290,fp16,T,N,255,-606622750,0.04095,0.04101,1.0016,4,221,373.1,0,1.0203
1339,4075,166,fp32,N,N,556,-606628035,0.07371,0.08484,1.1510,4,113,344.9,0,0.9923
3,30,125,fp16,N,N,92,-606624100,0.00828,0.02020,2.4385,4,272,1.0,0,1.0035
34,5596,1,fp32,T,N,525,-606624762,0.00810,0.00800,0.9879,4,911,96.7,0,1.0000
1431,10,3287,bf16,T,T,39,-606619899,0.06237,0.08986,1.4408,4,113,152.8,0,1.0044
107,229,1,fp32,N,N,556,-606605146,0.00816,0.00828,1.0143,4,1048,12.2,0,0.9841
1,26,2,fp32,N,T,613,-606618322,0.00475,0.00471,0.9905,4,1443,0.1,0,1.0022
24,4303,2,fp32,N,T,612,-606618246,0.00813,0.00841,1.0344,4,920,55.1,0,0.9989
773,239,10,bf16,T,N,231,-606630723,0.00805,0.00887,1.1015,4,590,94.3,0,1.0015
5,4555,2,fp16,N,N,90,-606624069,0.00821,0.00801,0.9759,4,967,13.3,0,0.9985
7037,25,1,fp32,N,T,612,-606601988,0.00804,0.00792,0.9848,4,865,91.0,0,1.0038
2325,10113,1,fp16,N,N,90,-606624072,0.09995,0.14401,1.4408,4,62,941.2,0,0.9966
7416,3,2,bf16,N,N,12,-606605218,0.00800,0.00776,0.9697,4,830,14.8,0,1.0088
18,9266,813,bf16,N,N,174,-606629913,0.02772,0.02871,1.0358,4,315,568.6,0,1.0043
3848,63,8,bf16,T,N,231,-606605476,0.00800,0.00781,0.9765,4,869,129.0,0,1.0026
15899,23777,22,fp32,T,N,519,-606624770,1.76646,2.15921,1.2223,4,5,858.0,0,1.0277
2,312,26877,fp32,N,N,556,-606628039,0.14325,0.40477,2.8256,4,24,235.7,0,0.9999
