M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
824,84,14405,bf16,N,T,0,64,0.22971,8.68
824,84,14405,bf16,N,T,1,64,0.23019,8.66
824,84,14405,bf16,N,T,2,64,0.23030,8.66
1750,296,11977,fp32,T,T,0,82,0.52273,23.74
1750,296,11977,fp32,T,T,1,82,0.52326,23.71
1750,296,11977,fp32,T,T,2,82,0.52310,23.72
3133,3467,1346,fp32,T,T,0,82,0.82172,35.59
3133,3467,1346,fp32,T,T,1,82,0.82294,35.53
3133,3467,1346,fp32,T,T,2,82,0.82188,35.58
1973,307,21776,fp16,N,T,0,68,0.36379,72.51
1973,307,21776,fp16,N,T,1,68,0.36630,72.02
1973,307,21776,fp16,N,T,2,68,0.36534,72.21
986,389,5068,bf16,T,N,0,247,0.49323,7.88
986,389,5068,bf16,T,N,1,247,0.49371,7.87
986,389,5068,bf16,T,N,2,247,0.49441,7.86
4282,5026,83,bf16,T,T,0,39,0.30667,11.65
4282,5026,83,bf16,T,T,1,39,0.30539,11.70
4282,5026,83,bf16,T,T,2,39,0.30896,11.56
507,85,895,fp32,N,T,0,612,0.01669,4.62
507,85,895,fp32,N,T,1,612,0.01744,4.42
507,85,895,fp32,N,T,2,612,0.01691,4.56
125,1461,222,fp16,T,N,0,245,0.03563,2.28
125,1461,222,fp16,T,N,1,245,0.03573,2.27
125,1461,222,fp16,T,N,2,245,0.03568,2.27
188,841,2359,fp16,N,T,0,68,0.08683,8.59
188,841,2359,fp16,N,T,1,68,0.08683,8.59
188,841,2359,fp16,N,T,2,68,0.08699,8.58
657,2564,5507,fp16,T,T,0,53,1.61757,11.47
657,2564,5507,fp16,T,T,1,53,1.61916,11.46
657,2564,5507,fp16,T,T,2,53,1.61826,11.47
5042,257,3126,fp16,N,T,0,68,0.16288,49.74
5042,257,3126,fp16,N,T,1,68,0.16491,49.13
5042,257,3126,fp16,N,T,2,68,0.16400,49.40
16987,270,207,fp32,N,N,0,556,0.08859,21.43
16987,270,207,fp32,N,N,1,556,0.08944,21.23
16987,270,207,fp32,N,N,2,556,0.08869,21.41
13403,1235,7503,fp16,T,N,0,245,2.47693,100.28
13403,1235,7503,fp16,T,N,1,245,2.49352,99.61
13403,1235,7503,fp16,T,N,2,245,2.47309,100.44
12102,10229,10128,fp32,N,N,0,556,61.64165,40.68
12102,10229,10128,fp32,N,N,1,556,61.63152,40.69
12102,10229,10128,fp32,N,N,2,556,61.63365,40.68
150,27857,344,bf16,T,N,0,231,0.13008,22.10
150,27857,344,bf16,T,N,1,231,0.13013,22.09
150,27857,344,bf16,T,N,2,231,0.13093,21.96
387,497,1288,fp32,T,N,0,519,0.03211,15.43
387,497,1288,fp32,T,N,1,519,0.03285,15.08
387,497,1288,fp32,T,N,2,519,0.03259,15.20
242,78,762,fp32,T,N,0,519,0.01573,1.83
242,78,762,fp32,T,N,1,519,0.01643,1.75
242,78,762,fp32,T,N,2,519,0.01685,1.71
71,1137,6138,fp32,N,N,0,556,0.13744,7.21
71,1137,6138,fp32,N,N,1,556,0.13776,7.19
71,1137,6138,fp32,N,N,2,556,0.13781,7.19
10481,560,3286,fp16,T,T,0,88,2.20557,17.49
10481,560,3286,fp16,T,T,1,88,2.20754,17.47
10481,560,3286,fp16,T,T,2,88,2.20829,17.47
72,1275,23451,bf16,N,N,0,176,0.17515,24.58
72,1275,23451,bf16,N,N,1,176,0.17408,24.73
72,1275,23451,bf16,N,N,2,176,0.17312,24.87
28530,420,705,fp32,T,N,0,525,0.49126,34.39
28530,420,705,fp32,T,N,1,525,0.49211,34.33
28530,420,705,fp32,T,N,2,525,0.49131,34.39
7778,407,10080,fp16,T,T,0,53,4.90160,13.02
7778,407,10080,fp16,T,T,1,53,4.90672,13.01
7778,407,10080,fp16,T,T,2,53,4.90438,13.01
72,3326,14248,fp16,T,T,0,88,1.29511,5.27
72,3326,14248,fp16,T,T,1,88,1.28503,5.31
72,3326,14248,fp16,T,T,2,88,1.28924,5.29
2516,114,3599,fp16,T,T,0,53,0.47131,4.38
2516,114,3599,fp16,T,T,1,53,0.47094,4.38
2516,114,3599,fp16,T,T,2,53,0.47201,4.37
2909,844,7555,fp32,T,T,0,82,1.15383,32.15
2909,844,7555,fp32,T,T,1,82,1.15383,32.15
2909,844,7555,fp32,T,T,2,82,1.15431,32.14
553,137,211,bf16,N,T,0,57,0.02368,1.35
553,137,211,bf16,N,T,1,57,0.02373,1.35
553,137,211,bf16,N,T,2,57,0.02373,1.35
203,235,735,fp16,N,N,0,90,0.03701,1.89
203,235,735,fp16,N,N,1,90,0.03579,1.96
203,235,735,fp16,N,N,2,90,0.03568,1.97
4089,10504,12181,fp32,N,T,0,614,27.12836,38.57
4089,10504,12181,fp32,N,T,1,614,27.13263,38.56
4089,10504,12181,fp32,N,T,2,614,27.13391,38.56
1774,9223,3215,fp32,N,T,0,612,2.95806,35.57
1774,9223,3215,fp32,N,T,1,612,2.96014,35.54
1774,9223,3215,fp32,N,T,2,612,2.95902,35.55
1637,17211,1900,fp16,T,T,0,53,7.26286,14.74
1637,17211,1900,fp16,T,T,1,53,7.26478,14.74
1637,17211,1900,fp16,T,T,2,53,7.26205,14.74
24664,346,11218,fp16,T,N,0,245,1.90722,100.39
24664,346,11218,fp16,T,N,1,245,1.91058,100.21
24664,346,11218,fp16,T,N,2,245,1.92013,99.71
352,17804,7954,fp32,N,N,0,562,6.37869,15.63
352,17804,7954,fp32,N,N,1,562,6.37527,15.64
352,17804,7954,fp32,N,N,2,562,6.39618,15.59
6063,417,289,fp32,T,N,0,519,0.05877,24.86
6063,417,289,fp32,T,N,1,519,0.05861,24.93
6063,417,289,fp32,T,N,2,519,0.05893,24.80
3417,183,11297,fp16,N,N,0,99,0.56390,25.05
3417,183,11297,fp16,N,N,1,99,0.56555,24.98
3417,183,11297,fp16,N,N,2,99,0.56390,25.05
25364,5505,4523,bf16,T,T,0,39,18.01855,70.10
25364,5505,4523,bf16,T,T,1,39,16.84435,74.99
25364,5505,4523,bf16,T,T,2,39,16.62771,75.96
68,2501,15564,fp16,T,N,0,258,1.34716,3.93
68,2501,15564,fp16,T,N,1,258,1.34567,3.93
68,2501,15564,fp16,T,N,2,258,1.34540,3.93
3687,1617,11163,fp32,T,T,0,82,3.65247,36.44
3687,1617,11163,fp32,T,T,1,82,3.65513,36.42
3687,1617,11163,fp32,T,T,2,82,3.65439,36.42
2492,847,5091,bf16,N,N,0,174,0.28064,76.58
2492,847,5091,bf16,N,N,1,174,0.28171,76.29
2492,847,5091,bf16,N,N,2,174,0.28208,76.19
1966,27750,117,bf16,T,N,0,231,0.59451,21.47
1966,27750,117,bf16,T,N,1,231,0.59505,21.45
1966,27750,117,bf16,T,N,2,231,0.59627,21.41
125,100,31521,fp16,T,T,0,53,4.32528,0.18
125,100,31521,fp16,T,T,1,53,4.29845,0.18
125,100,31521,fp16,T,T,2,53,4.34032,0.18
121,1673,157,fp16,N,N,0,90,0.01317,4.83
121,1673,157,fp16,N,N,1,90,0.01488,4.27
121,1673,157,fp16,N,N,2,90,0.01493,4.26
16196,740,642,fp16,N,N,0,223,0.21414,71.86
16196,740,642,fp16,N,N,1,223,0.21414,71.86
16196,740,642,fp16,N,N,2,223,0.21387,71.95
7439,1680,194,fp16,N,N,0,352,0.09600,50.51
7439,1680,194,fp16,N,N,1,352,0.09563,50.71
7439,1680,194,fp16,N,N,2,352,0.09589,50.57
22794,1937,436,fp16,T,T,0,53,0.58998,65.26
22794,1937,436,fp16,T,T,1,53,0.58966,65.29
22794,1937,436,fp16,T,T,2,53,0.58849,65.42
194,5940,166,fp16,T,T,0,88,0.04171,9.17
194,5940,166,fp16,T,T,1,88,0.04149,9.22
194,5940,166,fp16,T,T,2,88,0.04181,9.15
4049,309,1274,fp32,T,N,0,519,0.12485,25.53
4049,309,1274,fp32,T,N,1,519,0.12533,25.44
4049,309,1274,fp32,T,N,2,519,0.12517,25.47
148,209,252,fp16,N,T,0,62,0.01467,1.06
148,209,252,fp16,N,T,1,62,0.01605,0.97
148,209,252,fp16,N,T,2,62,0.01925,0.81
26967,19715,1653,bf16,T,T,0,39,17.22766,102.02
26967,19715,1653,bf16,T,T,1,39,17.29577,101.62
26967,19715,1653,bf16,T,T,2,39,17.35358,101.28
2846,1232,491,bf16,N,T,0,201,0.08672,39.70
2846,1232,491,bf16,N,T,1,201,0.08693,39.61
2846,1232,491,bf16,N,T,2,201,0.08704,39.56
11613,1589,471,fp32,N,T,0,612,0.54827,31.70
11613,1589,471,fp32,N,T,1,612,0.54811,31.71
11613,1589,471,fp32,N,T,2,612,0.54843,31.70
31731,9860,598,fp16,T,T,0,88,4.61435,81.09
31731,9860,598,fp16,T,T,1,88,4.61568,81.07
31731,9860,598,fp16,T,T,2,88,4.61333,81.11
791,20754,122,bf16,N,T,0,57,0.18923,21.17
791,20754,122,bf16,N,T,1,57,0.18880,21.22
791,20754,122,bf16,N,T,2,57,0.18918,21.17
1427,2231,631,bf16,N,T,0,57,0.09824,40.90
1427,2231,631,bf16,N,T,1,57,0.09824,40.90
1427,2231,631,bf16,N,T,2,57,0.09819,40.92
2575,303,16687,bf16,T,N,0,244,4.73264,5.50
2575,303,16687,bf16,T,N,1,244,4.73349,5.50
2575,303,16687,bf16,T,N,2,244,4.72229,5.51
19910,223,2122,fp16,T,T,0,53,1.39255,13.53
19910,223,2122,fp16,T,T,1,53,1.39452,13.51
19910,223,2122,fp16,T,T,2,53,1.39367,13.52
2288,2084,3869,fp32,T,N,0,539,0.99334,37.14
2288,2084,3869,fp32,T,N,1,539,0.99281,37.16
2288,2084,3869,fp32,T,N,2,539,0.99158,37.21
1990,27741,288,fp16,T,N,0,245,0.89089,35.69
1990,27741,288,fp16,T,N,1,245,0.89841,35.39
1990,27741,288,fp16,T,N,2,245,0.90337,35.20
8138,2644,2759,fp32,T,T,0,82,3.22414,36.83
8138,2644,2759,fp32,T,T,1,82,3.22638,36.80
8138,2644,2759,fp32,T,T,2,82,3.22622,36.80
190,1400,1423,bf16,N,T,0,212,0.03163,23.94
190,1400,1423,bf16,N,T,1,212,0.03195,23.70
190,1400,1423,bf16,N,T,2,212,0.03189,23.74
27979,893,338,bf16,T,N,0,231,0.25040,67.45
27979,893,338,bf16,T,N,1,231,0.25174,67.09
27979,893,338,bf16,T,N,2,231,0.25152,67.15
466,17035,2453,fp16,N,N,0,94,0.47910,81.29
466,17035,2453,fp16,N,N,1,94,0.48086,80.99
466,17035,2453,fp16,N,N,2,94,0.48081,81.00
3812,3348,6244,fp32,T,N,0,539,4.39018,36.30
3812,3348,6244,fp32,T,N,1,539,4.39050,36.30
3812,3348,6244,fp32,T,N,2,539,4.39216,36.29
446,3693,274,fp16,T,N,0,245,0.03851,23.44
446,3693,274,fp16,T,N,1,245,0.03851,23.44
446,3693,274,fp16,T,N,2,245,0.04048,22.30
3481,90,3689,fp32,N,T,0,612,0.16800,13.76
3481,90,3689,fp32,N,T,1,612,0.16838,13.73
3481,90,3689,fp32,N,T,2,612,0.16934,13.65
74,316,1715,fp32,T,T,0,82,0.07856,1.02
74,316,1715,fp32,T,T,1,82,0.07904,1.01
74,316,1715,fp32,T,T,2,82,0.07888,1.02
872,8918,265,fp16,T,T,0,53,0.29291,14.07
872,8918,265,fp16,T,T,1,53,0.29312,14.06
872,8918,265,fp16,T,T,2,53,0.29328,14.05
548,9613,11948,fp32,T,T,0,82,3.62617,34.71
548,9613,11948,fp32,T,T,1,82,3.62735,34.70
548,9613,11948,fp32,T,T,2,82,3.62692,34.71
1417,263,8247,bf16,N,N,0,176,0.21312,28.84
1417,263,8247,bf16,N,N,1,176,0.21376,28.76
1417,263,8247,bf16,N,N,2,176,0.21195,29.00
326,1193,271,fp16,T,N,0,245,0.01909,11.04
326,1193,271,fp16,T,N,1,245,0.01968,10.71
326,1193,271,fp16,T,N,2,245,0.01947,10.83
457,419,27129,bf16,T,T,0,39,0.71121,14.61
457,419,27129,bf16,T,T,1,39,0.71147,14.60
457,419,27129,bf16,T,T,2,39,0.71164,14.60
201,99,14813,bf16,N,N,0,176,0.04373,13.48
201,99,14813,bf16,N,N,1,176,0.04421,13.33
201,99,14813,bf16,N,N,2,176,0.04400,13.40
127,86,9354,fp32,T,T,0,82,0.20992,0.97
127,86,9354,fp32,T,T,1,82,0.20571,0.99
127,86,9354,fp32,T,T,2,82,0.20726,0.99
4957,311,521,fp32,N,T,0,612,0.07835,20.50
4957,311,521,fp32,N,T,1,612,0.07909,20.31
4957,311,521,fp32,N,T,2,612,0.07888,20.36
7311,13572,2635,fp32,N,T,0,614,16.32525,32.03
7311,13572,2635,fp32,N,T,1,614,16.16130,32.36
7311,13572,2635,fp32,N,T,2,614,16.20813,32.26
3689,209,23998,bf16,N,T,0,62,0.87084,42.49
3689,209,23998,bf16,N,T,1,62,0.85046,43.51
3689,209,23998,bf16,N,T,2,62,0.84988,43.54
103,10533,170,fp32,T,T,0,82,0.04880,7.56
103,10533,170,fp32,T,T,1,82,0.04917,7.50
103,10533,170,fp32,T,T,2,82,0.04944,7.46
281,85,1133,fp32,T,N,0,519,0.03301,1.64
281,85,1133,fp32,T,N,1,519,0.03301,1.64
281,85,1133,fp32,T,N,2,519,0.03296,1.64
524,1695,72,bf16,N,T,0,57,0.01456,8.78
524,1695,72,bf16,N,T,1,57,0.01477,8.66
524,1695,72,bf16,N,T,2,57,0.01467,8.72
1759,492,9449,fp32,N,T,0,614,0.75414,21.69
1759,492,9449,fp32,N,T,1,614,0.77116,21.21
1759,492,9449,fp32,N,T,2,614,0.77158,21.20
19613,166,351,fp16,T,T,0,53,0.19120,11.95
19613,166,351,fp16,T,T,1,53,0.19152,11.93
19613,166,351,fp16,T,T,2,53,0.19163,11.93
1179,78,1778,fp32,T,N,0,519,0.05408,6.05
1179,78,1778,fp32,T,N,1,519,0.05525,5.92
1179,78,1778,fp32,T,N,2,519,0.05477,5.97
1223,15788,2339,fp16,T,T,0,53,5.80823,15.55
1223,15788,2339,fp16,T,T,1,53,5.80929,15.55
1223,15788,2339,fp16,T,T,2,53,5.81089,15.54
303,353,20848,fp32,T,N,0,519,0.31771,14.04
303,353,20848,fp32,T,N,1,519,0.31899,13.98
303,353,20848,fp32,T,N,2,519,0.31931,13.97
1272,19341,5725,fp32,N,T,0,612,7.85412,35.87
1272,19341,5725,fp32,N,T,1,612,7.85342,35.87
1272,19341,5725,fp32,N,T,2,612,7.85502,35.86
11180,179,209,fp32,T,N,0,519,0.04459,18.76
11180,179,209,fp32,T,N,1,519,0.04523,18.50
11180,179,209,fp32,T,N,2,519,0.04512,18.54
801,2624,8123,bf16,N,N,0,411,0.34790,98.15
801,2624,8123,bf16,N,N,1,411,0.34896,97.85
801,2624,8123,bf16,N,N,2,411,0.34779,98.18
1583,179,161,fp32,T,N,0,519,0.01333,6.84
1583,179,161,fp32,T,N,1,519,0.01376,6.63
1583,179,161,fp32,T,N,2,519,0.01920,4.75
131,10222,174,fp16,T,N,0,245,0.02555,18.24
131,10222,174,fp16,T,N,1,245,0.02597,17.94
131,10222,174,fp16,T,N,2,245,0.02624,17.76
7848,198,1281,fp16,T,T,0,53,0.38614,10.31
7848,198,1281,fp16,T,T,1,53,0.38598,10.31
7848,198,1281,fp16,T,T,2,53,0.38608,10.31
144,855,1353,fp16,T,N,0,250,0.03872,8.60
144,855,1353,fp16,T,N,1,250,0.03893,8.56
144,855,1353,fp16,T,N,2,250,0.03925,8.49
68,8119,337,fp16,N,T,0,62,0.03616,10.29
68,8119,337,fp16,N,T,1,62,0.03627,10.26
68,8119,337,fp16,N,T,2,62,0.03648,10.20
1117,9008,176,fp32,T,T,0,82,0.15979,22.17
1117,9008,176,fp32,T,T,1,82,0.16102,22.00
1117,9008,176,fp32,T,T,2,82,0.15979,22.17
30909,2066,76,fp32,T,T,0,82,0.75409,12.87
30909,2066,76,fp32,T,T,1,82,0.76150,12.75
30909,2066,76,fp32,T,T,2,82,0.75654,12.83
1743,110,27492,bf16,N,N,0,176,0.21328,49.43
1743,110,27492,bf16,N,N,1,176,0.20438,51.58
1743,110,27492,bf16,N,N,2,176,0.20459,51.53
3156,144,836,fp16,T,N,0,543,0.02688,28.27
3156,144,836,fp16,T,N,1,543,0.02741,27.72
3156,144,836,fp16,T,N,2,543,0.02731,27.83
81,68,20261,bf16,T,N,0,349,0.04576,4.88
81,68,20261,bf16,T,N,1,349,0.04704,4.74
81,68,20261,bf16,T,N,2,349,0.04603,4.85
1671,2054,8531,bf16,T,N,0,231,1.22561,47.78
1671,2054,8531,bf16,T,N,1,231,1.23793,47.31
1671,2054,8531,bf16,T,N,2,231,1.25452,46.68
30536,1813,1819,fp32,T,N,0,519,5.38955,37.37
30536,1813,1819,fp32,T,N,1,519,5.39318,37.34
30536,1813,1819,fp32,T,N,2,519,5.39259,37.35
12482,255,5206,fp16,N,T,0,62,0.48571,68.23
12482,255,5206,fp16,N,T,1,62,0.48961,67.69
12482,255,5206,fp16,N,T,2,62,0.48891,67.78
215,395,313,fp32,N,N,0,556,0.01061,5.01
215,395,313,fp32,N,N,1,556,0.01136,4.68
215,395,313,fp32,N,N,2,556,0.01125,4.72
869,1089,1189,fp32,N,N,0,556,0.09739,23.11
869,1089,1189,fp32,N,N,1,556,0.09712,23.17
869,1089,1189,fp32,N,N,2,556,0.09755,23.07
5479,2595,207,bf16,N,T,0,57,0.22230,26.48
5479,2595,207,bf16,N,T,1,57,0.22176,26.54
5479,2595,207,bf16,N,T,2,57,0.22246,26.46
5977,27371,6444,fp32,T,T,0,82,53.08450,39.72
5977,27371,6444,fp32,T,T,1,82,53.09543,39.71
5977,27371,6444,fp32,T,T,2,82,53.09884,39.71
1604,422,1363,bf16,N,N,0,174,0.04501,40.99
1604,422,1363,bf16,N,N,1,174,0.04587,40.23
1604,422,1363,bf16,N,N,2,174,0.04533,40.70
14046,22883,488,fp32,N,T,0,612,9.51318,32.98
14046,22883,488,fp32,N,T,1,612,9.61803,32.62
14046,22883,488,fp32,N,T,2,612,9.52843,32.92
224,587,3824,fp16,N,N,0,103,0.07915,12.71
224,587,3824,fp16,N,N,1,103,0.07925,12.69
224,587,3824,fp16,N,N,2,103,0.07947,12.65
1666,3165,373,fp16,N,N,0,94,0.08896,44.22
1666,3165,373,fp16,N,N,1,94,0.08949,43.95
1666,3165,373,fp16,N,N,2,94,0.08928,44.06
146,136,6298,fp16,N,T,0,243,0.14614,1.71
146,136,6298,fp16,N,T,1,243,0.14512,1.72
146,136,6298,fp16,N,T,2,243,0.14480,1.73
155,2278,820,fp32,N,N,0,556,0.04635,12.49
155,2278,820,fp32,N,N,1,556,0.04656,12.44
155,2278,820,fp32,N,N,2,556,0.04613,12.55
16399,476,7718,fp32,T,N,0,525,3.31316,36.37
16399,476,7718,fp32,T,N,1,525,3.31502,36.35
16399,476,7718,fp32,T,N,2,525,3.31454,36.35
725,10047,2053,fp16,N,T,0,62,1.31095,22.81
725,10047,2053,fp16,N,T,1,62,1.31330,22.77
725,10047,2053,fp16,N,T,2,62,1.31175,22.80
110,130,438,fp32,N,N,0,556,0.01232,1.02
110,130,438,fp32,N,N,1,556,0.01264,0.99
110,130,438,fp32,N,N,2,556,0.01269,0.99
1686,2653,3269,bf16,T,N,0,231,0.26390,110.82
1686,2653,3269,bf16,T,N,1,231,0.26528,110.24
1686,2653,3269,bf16,T,N,2,231,0.26550,110.15
2329,16600,114,bf16,N,N,0,388,0.23787,37.06
2329,16600,114,bf16,N,N,1,388,0.23894,36.89
2329,16600,114,bf16,N,N,2,388,0.23915,36.86
126,157,6246,fp32,T,T,0,82,0.33216,0.74
126,157,6246,fp32,T,T,1,82,0.33488,0.74
126,157,6246,fp32,T,T,2,82,0.33382,0.74
27061,884,128,fp16,N,N,0,217,0.17910,34.19
27061,884,128,fp16,N,N,1,217,0.17734,34.53
27061,884,128,fp16,N,N,2,217,0.17931,34.15
238,10868,824,bf16,N,T,0,62,0.17232,24.74
238,10868,824,bf16,N,T,1,62,0.17174,24.82
238,10868,824,bf16,N,T,2,62,0.17254,24.71
21398,457,2410,fp16,N,N,0,94,0.53163,88.66
21398,457,2410,fp16,N,N,1,94,0.53313,88.41
21398,457,2410,fp16,N,N,2,94,0.53323,88.39
1236,9015,3182,bf16,T,N,0,231,1.81986,38.97
1236,9015,3182,bf16,T,N,1,231,1.82402,38.88
1236,9015,3182,bf16,T,N,2,231,1.82269,38.90
1517,188,313,fp32,T,N,0,525,0.01739,10.27
1517,188,313,fp32,T,N,1,525,0.01781,10.02
1517,188,313,fp32,T,N,2,525,0.01781,10.02
206,851,451,bf16,N,T,0,57,0.04741,3.34
206,851,451,bf16,N,T,1,57,0.04768,3.32
206,851,451,bf16,N,T,2,57,0.04736,3.34
609,16636,9519,bf16,N,T,0,57,2.74579,70.25
609,16636,9519,bf16,N,T,1,57,2.70131,71.40
609,16636,9519,bf16,N,T,2,57,2.71992,70.91
18119,415,1438,fp32,N,T,0,612,0.86940,24.87
18119,415,1438,fp32,N,T,1,612,0.87046,24.84
18119,415,1438,fp32,N,T,2,612,0.87020,24.85
7039,89,410,fp16,T,N,0,245,0.10555,4.87
7039,89,410,fp16,T,N,1,245,0.10576,4.86
7039,89,410,fp16,T,N,2,245,0.10603,4.85
2379,190,445,fp16,N,T,0,62,0.04368,9.21
2379,190,445,fp16,N,T,1,62,0.04411,9.12
2379,190,445,fp16,N,T,2,62,0.04384,9.18
2658,72,4118,fp16,N,T,0,243,0.07419,21.25
2658,72,4118,fp16,N,T,1,243,0.07531,20.93
2658,72,4118,fp16,N,T,2,243,0.07515,20.97
14785,615,186,fp16,N,N,0,90,0.10464,32.32
14785,615,186,fp16,N,N,1,90,0.10528,32.13
14785,615,186,fp16,N,N,2,90,0.10469,32.31
256,6830,140,fp16,N,N,0,98,0.02843,17.22
256,6830,140,fp16,N,N,1,98,0.02784,17.59
256,6830,140,fp16,N,N,2,98,0.02784,17.59
13757,2963,1181,bf16,N,T,0,57,1.13729,84.66
13757,2963,1181,bf16,N,T,1,57,1.14108,84.38
13757,2963,1181,bf16,N,T,2,57,1.14012,84.45
101,13135,541,fp16,N,T,0,62,0.07781,18.45
101,13135,541,fp16,N,T,1,62,0.07840,18.31
101,13135,541,fp16,N,T,2,62,0.07520,19.09
2071,1890,2883,bf16,N,T,0,57,0.39904,56.56
2071,1890,2883,bf16,N,T,1,57,0.39904,56.56
2071,1890,2883,bf16,N,T,2,57,0.40214,56.12
1097,24288,373,fp32,N,N,0,556,0.56129,35.41
1097,24288,373,fp32,N,N,1,556,0.56187,35.38
1097,24288,373,fp32,N,N,2,556,0.56203,35.37
494,13381,185,fp16,T,T,0,53,0.19280,12.69
494,13381,185,fp16,T,T,1,53,0.19302,12.67
494,13381,185,fp16,T,T,2,53,0.19291,12.68
4391,3762,5568,bf16,N,N,0,166,1.56343,117.66
4391,3762,5568,bf16,N,N,1,166,1.56428,117.60
4391,3762,5568,bf16,N,N,2,166,1.56354,117.65
653,18188,2049,bf16,T,N,0,332,0.47489,102.49
653,18188,2049,bf16,T,N,1,332,0.47355,102.78
653,18188,2049,bf16,T,N,2,332,0.47329,102.84
253,28343,146,bf16,N,N,0,166,0.12683,16.51
253,28343,146,bf16,N,N,1,166,0.12480,16.78
253,28343,146,bf16,N,N,2,166,0.12448,16.82
1647,94,9665,fp16,N,N,0,101,0.42203,7.09
1647,94,9665,fp16,N,N,1,101,0.42235,7.09
1647,94,9665,fp16,N,N,2,101,0.42251,7.08
449,79,29057,bf16,T,N,0,248,0.31094,6.63
449,79,29057,bf16,T,N,1,248,0.31312,6.58
449,79,29057,bf16,T,N,2,248,0.31243,6.60
392,3259,181,bf16,T,T,0,39,0.02203,21.00
392,3259,181,bf16,T,T,1,39,0.02235,20.69
392,3259,181,bf16,T,T,2,39,0.02235,20.70
3726,321,426,fp16,T,N,0,245,0.03019,33.76
3726,321,426,fp16,T,N,1,245,0.03003,33.94
3726,321,426,fp16,T,N,2,245,0.02971,34.30
8390,3899,9134,bf16,T,N,0,231,8.52378,70.11
8390,3899,9134,bf16,T,N,1,231,8.52116,70.13
8390,3899,9134,bf16,T,N,2,231,8.51471,70.18
3811,67,728,fp16,N,T,0,62,0.02507,14.83
3811,67,728,fp16,N,T,1,62,0.02528,14.71
3811,67,728,fp16,N,T,2,62,0.02528,14.71
9335,170,89,fp32,N,N,0,556,0.02656,10.64
9335,170,89,fp32,N,N,1,556,0.02656,10.64
9335,170,89,fp32,N,N,2,556,0.02656,10.64
2297,1010,24387,fp32,T,N,0,519,7.07075,16.00
2297,1010,24387,fp32,T,N,1,519,7.01011,16.14
2297,1010,24387,fp32,T,N,2,519,6.90195,16.39
31089,5261,5550,bf16,T,T,0,39,27.14911,66.87
31089,5261,5550,bf16,T,T,1,39,28.51969,63.66
31089,5261,5550,bf16,T,T,2,39,27.26415,66.59
66,1333,5868,fp16,N,T,0,70,0.05925,17.43
66,1333,5868,fp16,N,T,1,70,0.05947,17.36
66,1333,5868,fp16,N,T,2,70,0.05989,17.24
261,8695,120,bf16,N,N,0,166,0.03184,17.11
261,8695,120,bf16,N,N,1,166,0.03237,16.82
261,8695,120,bf16,N,N,2,166,0.03275,16.63
9807,17541,7179,bf16,N,N,0,166,34.79906,70.98
9807,17541,7179,bf16,N,N,1,166,34.64093,71.30
9807,17541,7179,bf16,N,N,2,166,34.85042,70.87
718,382,468,fp16,N,T,0,62,0.01813,14.16
718,382,468,fp16,N,T,1,62,0.01856,13.83
718,382,468,fp16,N,T,2,62,0.01856,13.83
167,2645,956,fp32,T,N,0,519,0.04704,17.95
167,2645,956,fp32,T,N,1,519,0.04720,17.89
167,2645,956,fp32,T,N,2,519,0.04725,17.87
123,3618,11058,bf16,N,N,0,176,0.24384,40.36
123,3618,11058,bf16,N,N,1,176,0.24400,40.34
123,3618,11058,bf16,N,N,2,176,0.24454,40.25
21237,5467,12421,fp32,N,T,0,612,72.95336,39.54
21237,5467,12421,fp32,N,T,1,612,72.95417,39.53
21237,5467,12421,fp32,N,T,2,612,72.95103,39.54
9965,527,646,bf16,N,T,0,57,0.14768,45.94
9965,527,646,bf16,N,T,1,57,0.14848,45.70
9965,527,646,bf16,N,T,2,57,0.14843,45.71
4477,1536,7190,bf16,N,N,0,388,1.02748,96.24
4477,1536,7190,bf16,N,N,1,388,1.03532,95.51
4477,1536,7190,bf16,N,N,2,388,1.03516,95.53
1827,1057,9896,bf16,N,N,0,174,0.47499,80.47
1827,1057,9896,bf16,N,N,1,174,0.47526,80.42
1827,1057,9896,bf16,N,N,2,174,0.47569,80.35
398,5543,475,bf16,T,T,0,39,0.05264,39.81
398,5543,475,bf16,T,T,1,39,0.05312,39.45
398,5543,475,bf16,T,T,2,39,0.05317,39.41
4802,499,396,fp32,T,N,0,519,0.06795,27.93
4802,499,396,fp32,T,N,1,519,0.06821,27.82
4802,499,396,fp32,T,N,2,519,0.06832,27.78
4033,1668,1572,bf16,T,N,0,332,0.24790,85.32
4033,1668,1572,bf16,T,N,1,332,0.24747,85.46
4033,1668,1572,bf16,T,N,2,332,0.24832,85.17
20878,3127,219,fp16,T,T,0,53,0.86070,33.22
20878,3127,219,fp16,T,T,1,53,0.86300,33.13
20878,3127,219,fp16,T,T,2,53,0.87057,32.85
20870,439,6197,bf16,N,N,0,166,1.43714,79.01
20870,439,6197,bf16,N,N,1,166,1.43506,79.13
20870,439,6197,bf16,N,N,2,166,1.43607,79.07
825,592,20272,fp32,T,T,0,82,0.87201,22.71
825,592,20272,fp32,T,T,1,82,0.87244,22.70
825,592,20272,fp32,T,T,2,82,0.87137,22.72
751,1192,8953,bf16,T,N,0,489,0.16752,95.68
751,1192,8953,bf16,T,N,1,489,0.16763,95.62
751,1192,8953,bf16,T,N,2,489,0.16747,95.72
