M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
392,131,1298,bf16,N,N,2,174,0.02043,6.53
148,151,70,fp16,T,T,0,53,0.01616,0.19
148,151,70,fp16,T,T,1,53,0.01557,0.20
148,151,70,fp16,T,T,2,53,0.01520,0.21
257,124,194,fp32,N,N,0,556,0.00944,1.31
257,124,194,fp32,N,N,1,556,0.00939,1.32
257,124,194,fp32,N,N,2,556,0.00965,1.28
145,6383,95,fp32,N,T,0,612,0.02235,7.87
145,6383,95,fp32,N,T,1,612,0.02256,7.79
145,6383,95,fp32,N,T,2,612,0.02251,7.81
3028,171,467,fp32,T,N,0,519,0.03136,15.42
3028,171,467,fp32,T,N,1,519,0.03157,15.32
3028,171,467,fp32,T,N,2,519,0.03131,15.45
1316,72,2894,fp32,T,N,0,539,0.05264,10.42
1316,72,2894,fp32,T,N,1,539,0.05253,10.44
1316,72,2894,fp32,T,N,2,539,0.05264,10.42
207,127,353,fp16,T,T,0,53,0.04763,0.39
207,127,353,fp16,T,T,1,53,0.04784,0.39
207,127,353,fp16,T,T,2,53,0.04731,0.39
140,308,3461,fp16,N,N,0,232,0.03323,8.98
140,308,3461,fp16,N,N,1,232,0.03317,9.00
140,308,3461,fp16,N,N,2,232,0.03312,9.01
2000,242,5154,fp16,N,T,0,70,0.24246,20.58
2000,242,5154,fp16,N,T,1,70,0.24208,20.61
2000,242,5154,fp16,N,T,2,70,0.24187,20.63
1776,615,2856,fp32,T,T,0,82,0.29307,21.29
1776,615,2856,fp32,T,T,1,82,0.29392,21.23
1776,615,2856,fp32,T,T,2,82,0.29168,21.39
32078,427,548,bf16,T,T,0,39,0.21888,68.59
32078,427,548,bf16,T,T,1,39,0.21846,68.72
32078,427,548,bf16,T,T,2,39,0.21819,68.80
1033,2976,243,bf16,N,N,0,388,0.04853,30.78
1033,2976,243,bf16,N,N,1,388,0.04843,30.85
1033,2976,243,bf16,N,N,2,388,0.04848,30.82
2302,78,22207,bf16,T,T,0,39,0.53350,14.95
2302,78,22207,bf16,T,T,1,39,0.53201,14.99
2302,78,22207,bf16,T,T,2,39,0.53233,14.98
882,14048,3431,fp32,N,N,0,556,3.03241,28.04
882,14048,3431,fp32,N,N,1,556,3.02612,28.10
882,14048,3431,fp32,N,N,2,556,3.03406,28.02
985,150,316,fp16,N,N,0,92,0.04720,1.98
985,150,316,fp16,N,N,1,92,0.04715,1.98
985,150,316,fp16,N,N,2,92,0.04693,1.99
6915,2820,6842,bf16,N,T,0,57,3.03332,87.97
6915,2820,6842,bf16,N,T,1,57,3.04505,87.63
6915,2820,6842,bf16,N,T,2,57,3.07380,86.81
127,5413,19648,fp16,T,N,0,255,0.55627,48.56
127,5413,19648,fp16,T,N,1,255,0.55627,48.56
127,5413,19648,fp16,T,N,2,255,0.55595,48.59
32327,83,10919,fp32,N,T,0,612,3.34052,17.54
32327,83,10919,fp32,N,T,1,612,3.34543,17.51
32327,83,10919,fp32,N,T,2,612,3.37743,17.35
6919,80,623,bf16,N,N,0,398,0.03675,18.77
6919,80,623,bf16,N,N,1,398,0.03680,18.74
6919,80,623,bf16,N,N,2,398,0.03659,18.85
4561,273,2822,fp32,N,N,0,556,0.29456,23.86
4561,273,2822,fp32,N,N,1,556,0.29424,23.88
4561,273,2822,fp32,N,N,2,556,0.29408,23.90
5932,1237,75,fp32,T,T,0,82,0.08528,12.91
5932,1237,75,fp32,T,T,1,82,0.08549,12.87
5932,1237,75,fp32,T,T,2,82,0.08549,12.87
148,115,75,fp16,N,N,0,94,0.02981,0.09
148,115,75,fp16,N,N,1,94,0.02768,0.09
148,115,75,fp16,N,N,2,94,0.02336,0.11
441,23973,5390,fp32,N,N,0,556,4.10901,27.74
441,23973,5390,fp32,N,N,1,556,4.10463,27.77
441,23973,5390,fp32,N,N,2,556,4.10047,27.79
21797,1039,9013,fp16,T,T,0,53,25.22573,16.18
21797,1039,9013,fp16,T,T,1,53,25.22339,16.18
21797,1039,9013,fp16,T,T,2,53,25.21922,16.19
4178,124,470,bf16,N,T,0,57,0.07376,6.60
4178,124,470,bf16,N,T,1,57,0.07381,6.60
4178,124,470,bf16,N,T,2,57,0.07376,6.60
637,852,540,bf16,N,N,0,273,0.04571,12.82
637,852,540,bf16,N,N,1,273,0.04560,12.85
637,852,540,bf16,N,N,2,273,0.04571,12.82
440,23483,231,bf16,N,N,0,166,0.27808,17.17
440,23483,231,bf16,N,N,1,166,0.27803,17.17
440,23483,231,bf16,N,N,2,166,0.27947,17.08
132,12461,269,fp16,N,T,0,62,0.06165,14.35
132,12461,269,fp16,N,T,1,62,0.06107,14.49
132,12461,269,fp16,N,T,2,62,0.06128,14.44
5264,70,5817,fp16,N,N,0,107,0.26880,15.95
5264,70,5817,fp16,N,N,1,107,0.26902,15.94
5264,70,5817,fp16,N,N,2,107,0.26896,15.94
13141,2643,1712,fp32,N,N,0,556,3.10340,38.32
13141,2643,1712,fp32,N,N,1,556,3.10457,38.31
13141,2643,1712,fp32,N,N,2,556,3.10414,38.31
177,212,104,fp32,T,T,0,82,0.01413,0.55
177,212,104,fp32,T,T,1,82,0.01339,0.58
177,212,104,fp32,T,T,2,82,0.01339,0.58
11140,515,1375,fp16,N,T,0,62,0.34214,46.11
11140,515,1375,fp16,N,T,1,62,0.34224,46.10
11140,515,1375,fp16,N,T,2,62,0.34182,46.16
8859,392,9465,fp16,T,N,0,519,0.88230,74.51
8859,392,9465,fp16,T,N,1,519,0.88257,74.49
8859,392,9465,fp16,T,N,2,519,0.88262,74.48
17423,85,13136,fp16,T,N,0,250,1.15511,33.68
17423,85,13136,fp16,T,N,1,250,1.15532,33.68
17423,85,13136,fp16,T,N,2,250,1.15473,33.69
85,78,6210,fp32,N,T,0,612,0.25430,0.32
85,78,6210,fp32,N,T,1,612,0.25590,0.32
85,78,6210,fp32,N,T,2,612,0.25163,0.33
2516,1025,367,fp32,N,N,0,556,0.08320,22.75
2516,1025,367,fp32,N,N,1,556,0.08240,22.97
2516,1025,367,fp32,N,N,2,556,0.08235,22.99
1186,4465,851,bf16,N,N,0,166,0.24395,36.95
1186,4465,851,bf16,N,N,1,166,0.24416,36.91
1186,4465,851,bf16,N,N,2,166,0.24427,36.90
4309,13014,214,fp32,N,T,0,612,0.90657,26.47
4309,13014,214,fp32,N,T,1,612,0.91014,26.37
4309,13014,214,fp32,N,T,2,612,0.90998,26.38
2950,453,4775,bf16,T,N,0,239,0.49542,25.76
2950,453,4775,bf16,T,N,1,239,0.49558,25.75
2950,453,4775,bf16,T,N,2,239,0.49350,25.86
823,1145,329,fp16,N,T,0,62,0.03691,16.80
823,1145,329,fp16,N,T,1,62,0.03755,16.51
823,1145,329,fp16,N,T,2,62,0.03739,16.58
114,9909,13746,bf16,T,N,0,244,0.76492,40.60
114,9909,13746,bf16,T,N,1,244,0.76172,40.77
114,9909,13746,bf16,T,N,2,244,0.76129,40.79
324,546,5836,fp32,N,N,0,558,0.13392,15.42
324,546,5836,fp32,N,N,1,558,0.13413,15.39
324,546,5836,fp32,N,N,2,558,0.13392,15.42
113,2290,16861,fp32,T,T,0,82,0.38246,22.82
113,2290,16861,fp32,T,T,1,82,0.38272,22.80
113,2290,16861,fp32,T,T,2,82,0.38278,22.80
2740,181,9875,fp32,N,T,0,612,0.52721,18.58
2740,181,9875,fp32,N,T,1,612,0.52273,18.74
2740,181,9875,fp32,N,T,2,612,0.52907,18.51
17487,949,87,bf16,T,T,0,39,0.24214,11.93
17487,949,87,bf16,T,T,1,39,0.23926,12.07
17487,949,87,bf16,T,T,2,39,0.24027,12.02
4011,75,89,fp32,N,N,0,556,0.01376,3.89
4011,75,89,fp32,N,N,1,556,0.01371,3.91
4011,75,89,fp32,N,N,2,556,0.01371,3.91
28610,2191,1006,fp16,N,T,0,62,1.45468,86.70
28610,2191,1006,fp16,N,T,1,62,1.45660,86.59
28610,2191,1006,fp16,N,T,2,62,1.45778,86.52
511,382,1011,fp32,T,T,0,82,0.05312,7.43
511,382,1011,fp32,T,T,1,82,0.05312,7.43
511,382,1011,fp32,T,T,2,82,0.05333,7.40
12169,2247,1119,bf16,N,T,0,57,0.75702,80.84
12169,2247,1119,bf16,N,T,1,57,0.75601,80.95
12169,2247,1119,bf16,N,T,2,57,0.75633,80.91
2834,24408,937,fp16,T,T,0,53,1.30156,99.59
2834,24408,937,fp16,T,T,1,53,1.30178,99.58
2834,24408,937,fp16,T,T,2,53,1.30338,99.46
3193,1339,11056,fp16,N,T,0,62,1.53815,61.46
3193,1339,11056,fp16,N,T,1,62,1.51474,62.41
3193,1339,11056,fp16,N,T,2,62,1.53090,61.75
8032,144,997,fp32,N,N,0,562,0.10981,21.00
8032,144,997,fp32,N,N,1,562,0.11013,20.94
8032,144,997,fp32,N,N,2,562,0.10992,20.98
1107,1175,862,bf16,N,N,0,174,0.04645,48.27
1107,1175,862,bf16,N,N,1,174,0.04656,48.16
1107,1175,862,bf16,N,N,2,174,0.04656,48.16
816,875,5062,fp16,T,N,0,255,0.16160,44.73
816,875,5062,fp16,T,N,1,255,0.16043,45.06
816,875,5062,fp16,T,N,2,255,0.16198,44.63
159,96,9738,fp32,T,N,0,525,0.20672,1.44
159,96,9738,fp32,T,N,1,525,0.20358,1.46
159,96,9738,fp32,T,N,2,525,0.20368,1.46
3603,894,1131,fp32,T,T,0,82,0.27174,26.81
3603,894,1131,fp32,T,T,1,82,0.27206,26.78
3603,894,1131,fp32,T,T,2,82,0.27275,26.71
14425,426,224,bf16,N,T,0,57,0.09819,28.04
14425,426,224,bf16,N,T,1,57,0.09893,27.83
14425,426,224,bf16,N,T,2,57,0.09856,27.93
15258,5172,1776,fp16,N,T,0,62,2.45518,114.17
15258,5172,1776,fp16,N,T,1,62,2.46248,113.83
15258,5172,1776,fp16,N,T,2,62,2.45880,114.00
21019,3938,7318,fp32,T,T,0,82,31.02911,39.04
21019,3938,7318,fp32,T,T,1,82,31.03007,39.04
21019,3938,7318,fp32,T,T,2,82,31.02975,39.04
3534,19598,226,bf16,N,T,0,57,0.81804,38.27
3534,19598,226,bf16,N,T,1,57,0.81638,38.35
3534,19598,226,bf16,N,T,2,57,0.81548,38.39
17548,223,470,bf16,N,N,0,166,0.08565,42.94
17548,223,470,bf16,N,N,1,166,0.08597,42.78
17548,223,470,bf16,N,N,2,166,0.08581,42.86
197,1583,17757,fp16,T,T,0,53,1.84637,6.00
197,1583,17757,fp16,T,T,1,53,1.84471,6.00
197,1583,17757,fp16,T,T,2,53,1.84445,6.00
5526,17480,17740,fp32,T,N,0,525,142.69553,24.02
5526,17480,17740,fp32,T,N,1,525,142.76582,24.01
5526,17480,17740,fp32,T,N,2,525,142.30562,24.08
189,3889,24289,bf16,T,N,0,244,0.67622,52.80
189,3889,24289,bf16,T,N,1,244,0.67723,52.72
189,3889,24289,bf16,T,N,2,244,0.67627,52.80
8718,2538,1171,fp32,T,T,0,82,1.46844,35.29
8718,2538,1171,fp32,T,T,1,82,1.46946,35.26
8718,2538,1171,fp32,T,T,2,82,1.46876,35.28
17179,23309,360,bf16,T,T,0,39,4.62389,62.35
17179,23309,360,bf16,T,T,1,39,4.62592,62.32
17179,23309,360,bf16,T,T,2,39,4.62912,62.28
733,1023,21778,bf16,T,T,0,39,0.63521,51.42
733,1023,21778,bf16,T,T,1,39,0.63611,51.34
733,1023,21778,bf16,T,T,2,39,0.63521,51.42
655,656,4950,bf16,T,T,0,39,0.14038,30.30
655,656,4950,bf16,T,T,1,39,0.14293,29.76
655,656,4950,bf16,T,T,2,39,0.14469,29.40
1501,3532,7452,fp32,T,T,0,82,2.12813,37.13
1501,3532,7452,fp32,T,T,1,82,2.12882,37.12
1501,3532,7452,fp32,T,T,2,82,2.12909,37.11
601,88,68,fp16,T,T,0,88,0.01717,0.42
601,88,68,fp16,T,T,1,88,0.01728,0.42
601,88,68,fp16,T,T,2,88,0.01707,0.42
2103,240,602,fp16,N,N,0,364,0.02960,20.53
2103,240,602,fp16,N,N,1,364,0.02912,20.87
2103,240,602,fp16,N,N,2,364,0.02928,20.75
642,91,1756,bf16,T,N,0,239,0.05189,3.95
642,91,1756,bf16,T,N,1,239,0.05200,3.95
642,91,1756,bf16,T,N,2,239,0.05157,3.98
618,9140,18575,fp16,T,T,0,53,13.90022,15.10
618,9140,18575,fp16,T,T,1,53,13.90347,15.09
618,9140,18575,fp16,T,T,2,53,13.90534,15.09
1284,961,92,fp16,N,T,0,62,0.02672,8.50
1284,961,92,fp16,N,T,1,62,0.02635,8.62
1284,961,92,fp16,N,T,2,62,0.02640,8.60
13448,75,7443,fp16,T,N,0,255,0.37707,39.82
13448,75,7443,fp16,T,N,1,255,0.37595,39.94
13448,75,7443,fp16,T,N,2,255,0.37643,39.89
22771,296,4987,fp32,T,N,0,525,1.96354,34.24
22771,296,4987,fp32,T,N,1,525,1.96354,34.24
22771,296,4987,fp32,T,N,2,525,1.96328,34.24
6333,1240,197,bf16,N,N,0,388,0.07296,42.41
6333,1240,197,bf16,N,N,1,388,0.07285,42.47
6333,1240,197,bf16,N,N,2,388,0.07285,42.47
185,2714,18660,fp32,N,T,0,612,0.82198,22.80
185,2714,18660,fp32,N,T,1,612,0.82300,22.77
185,2714,18660,fp32,N,T,2,612,0.82310,22.77
809,79,3052,bf16,T,N,0,244,0.04283,9.11
809,79,3052,bf16,T,N,1,244,0.04304,9.06
809,79,3052,bf16,T,N,2,244,0.04304,9.06
2624,604,13270,fp32,T,T,0,82,1.16817,36.01
2624,604,13270,fp32,T,T,1,82,1.16876,35.99
2624,604,13270,fp32,T,T,2,82,1.16876,35.99
375,114,618,fp32,N,N,0,556,0.01445,3.66
375,114,618,fp32,N,N,1,556,0.01461,3.62
375,114,618,fp32,N,N,2,556,0.01483,3.56
217,4799,16292,bf16,T,N,0,244,0.83612,40.58
217,4799,16292,bf16,T,N,1,244,0.84252,40.28
217,4799,16292,bf16,T,N,2,244,0.84268,40.27
73,568,1589,fp16,T,T,0,53,0.18235,0.72
73,568,1589,fp16,T,T,1,53,0.18608,0.71
73,568,1589,fp16,T,T,2,53,0.18646,0.71
4455,7385,86,fp16,N,T,0,62,0.35766,15.82
4455,7385,86,fp16,N,T,1,62,0.35840,15.79
4455,7385,86,fp16,N,T,2,62,0.35787,15.81
166,99,22869,bf16,N,T,0,64,0.36774,2.04
166,99,22869,bf16,N,T,1,64,0.37078,2.03
166,99,22869,bf16,N,T,2,64,0.37248,2.02
17437,86,870,bf16,N,T,0,62,0.06725,38.80
17437,86,870,bf16,N,T,1,62,0.06763,38.58
17437,86,870,bf16,N,T,2,62,0.06747,38.67
4559,378,3859,fp16,T,N,0,249,0.52859,25.16
4559,378,3859,fp16,T,N,1,249,0.52945,25.12
4559,378,3859,fp16,T,N,2,249,0.52865,25.16
580,8482,12263,bf16,N,N,0,166,1.98034,60.93
580,8482,12263,bf16,N,N,1,166,1.97853,60.98
580,8482,12263,bf16,N,N,2,166,1.98077,60.91
9100,191,12051,bf16,N,N,0,174,0.60246,69.53
9100,191,12051,bf16,N,N,1,174,0.60230,69.55
9100,191,12051,bf16,N,N,2,174,0.60187,69.60
167,1166,5552,fp16,T,T,0,88,0.27707,7.80
167,1166,5552,fp16,T,T,1,88,0.27739,7.79
167,1166,5552,fp16,T,T,2,88,0.27750,7.79
18458,10185,1135,bf16,N,T,0,57,4.85504,87.90
18458,10185,1135,bf16,N,T,1,57,4.85590,87.88
18458,10185,1135,bf16,N,T,2,57,4.85584,87.88
7179,177,2602,bf16,N,T,0,62,0.16486,40.11
7179,177,2602,bf16,N,T,1,62,0.16358,40.43
7179,177,2602,bf16,N,T,2,62,0.16432,40.24
892,12626,28226,bf16,T,N,0,231,4.84907,131.11
892,12626,28226,bf16,T,N,1,231,4.85680,130.91
892,12626,28226,bf16,T,N,2,231,4.85094,131.06
16922,3126,13285,bf16,T,T,0,39,23.25185,60.45
16922,3126,13285,bf16,T,T,1,39,23.35393,60.18
16922,3126,13285,bf16,T,T,2,39,23.00000,61.11
96,1740,341,fp32,T,N,0,539,0.01413,8.06
96,1740,341,fp32,T,N,1,539,0.01403,8.12
96,1740,341,fp32,T,N,2,539,0.01403,8.12
825,23486,1529,fp32,T,T,0,82,1.59453,37.16
825,23486,1529,fp32,T,T,1,82,1.59543,37.14
825,23486,1529,fp32,T,T,2,82,1.59597,37.13
14444,1979,362,fp16,N,N,0,94,0.32102,64.47
14444,1979,362,fp16,N,N,1,94,0.32064,64.54
14444,1979,362,fp16,N,N,2,94,0.31926,64.82
1216,12531,14533,fp16,N,T,0,62,6.41250,69.07
1216,12531,14533,fp16,N,T,1,62,6.38002,69.42
1216,12531,14533,fp16,N,T,2,62,6.44258,68.75
22420,1246,4499,fp16,T,N,0,245,2.10376,119.48
22420,1246,4499,fp16,T,N,1,245,2.10573,119.37
22420,1246,4499,fp16,T,N,2,245,2.10365,119.49
277,11006,401,fp16,T,T,0,53,0.23782,10.28
277,11006,401,fp16,T,T,1,53,0.23766,10.29
277,11006,401,fp16,T,T,2,53,0.23787,10.28
9821,1929,162,fp32,T,T,0,82,0.24400,25.16
9821,1929,162,fp32,T,T,1,82,0.24438,25.12
9821,1929,162,fp32,T,T,2,82,0.24427,25.13
349,18934,326,fp32,N,N,0,556,0.27931,15.43
349,18934,326,fp32,N,N,1,556,0.27920,15.43
349,18934,326,fp32,N,N,2,556,0.27931,15.43
8572,30201,163,fp16,N,T,0,62,2.97902,28.33
8572,30201,163,fp16,N,T,1,62,2.98201,28.30
8572,30201,163,fp16,N,T,2,62,2.97779,28.34
71,209,25398,fp32,T,N,0,519,0.40107,1.88
71,209,25398,fp32,T,N,1,519,0.40219,1.87
71,209,25398,fp32,T,N,2,519,0.37734,2.00
1166,495,992,bf16,T,N,0,238,0.05355,21.38
1166,495,992,bf16,T,N,1,238,0.05413,21.15
1166,495,992,bf16,T,N,2,238,0.05360,21.36
981,160,1705,bf16,T,T,0,39,0.04197,12.75
981,160,1705,bf16,T,T,1,39,0.04219,12.69
981,160,1705,bf16,T,T,2,39,0.04181,12.80
8092,3214,4176,fp16,T,T,0,88,11.50280,18.88
8092,3214,4176,fp16,T,T,1,88,11.50419,18.88
8092,3214,4176,fp16,T,T,2,88,11.50515,18.88
93,1587,2733,bf16,T,T,0,39,0.07840,10.29
93,1587,2733,bf16,T,T,1,39,0.07808,10.33
93,1587,2733,bf16,T,T,2,39,0.07845,10.28
14984,571,23967,fp32,T,T,0,82,21.94063,18.69
14984,571,23967,fp32,T,T,1,82,21.98666,18.65
14984,571,23967,fp32,T,T,2,82,21.81631,18.80
19600,209,5465,fp32,N,N,0,556,1.44391,31.01
19600,209,5465,fp32,N,N,1,556,1.44359,31.02
19600,209,5465,fp32,N,N,2,556,1.44396,31.01
143,1931,5637,bf16,T,T,0,39,0.15739,19.78
143,1931,5637,bf16,T,T,1,39,0.15787,19.72
143,1931,5637,bf16,T,T,2,39,0.15723,19.80
101,181,3456,bf16,T,N,0,244,0.02747,4.60
101,181,3456,bf16,T,N,1,244,0.02757,4.58
101,181,3456,bf16,T,N,2,244,0.02768,4.56
309,13286,1002,fp16,T,T,0,88,0.46929,17.53
309,13286,1002,fp16,T,T,1,88,0.46934,17.53
309,13286,1002,fp16,T,T,2,88,0.46934,17.53
235,102,217,fp16,N,T,0,62,0.01387,0.75
235,102,217,fp16,N,T,1,62,0.01397,0.74
235,102,217,fp16,N,T,2,62,0.01397,0.74
25589,3586,80,bf16,T,N,0,231,0.60977,24.08
25589,3586,80,bf16,T,N,1,231,0.59606,24.63
25589,3586,80,bf16,T,N,2,231,0.59771,24.56
2230,26473,406,bf16,T,T,0,39,0.85212,56.26
2230,26473,406,bf16,T,T,1,39,0.86252,55.58
2230,26473,406,bf16,T,T,2,39,0.85772,55.89
2202,103,7547,fp32,N,T,0,612,0.21003,16.30
2202,103,7547,fp32,N,T,1,612,0.20592,16.62
2202,103,7547,fp32,N,T,2,612,0.20550,16.66
1042,26501,828,bf16,N,T,0,57,0.58646,77.97
1042,26501,828,bf16,N,T,1,57,0.58726,77.87
1042,26501,828,bf16,N,T,2,57,0.58635,77.99
6782,10109,88,bf16,N,N,0,166,0.55217,21.85
6782,10109,88,bf16,N,N,1,166,0.55206,21.86
6782,10109,88,bf16,N,N,2,166,0.55233,21.85
278,3495,4647,fp16,N,N,0,103,0.22608,39.94
278,3495,4647,fp16,N,N,1,103,0.22438,40.25
278,3495,4647,fp16,N,N,2,103,0.22336,40.43
13023,72,141,fp32,N,T,0,614,0.03339,7.92
13023,72,141,fp32,N,T,1,614,0.03355,7.88
13023,72,141,fp32,N,T,2,614,0.03280,8.06
8986,204,886,fp32,T,T,0,82,0.15600,20.82
8986,204,886,fp32,T,T,1,82,0.15648,20.76
8986,204,886,fp32,T,T,2,82,0.15638,20.77
163,3498,352,fp32,N,T,0,612,0.02523,15.91
163,3498,352,fp32,N,T,1,612,0.02528,15.88
163,3498,352,fp32,N,T,2,612,0.02517,15.95
6777,18432,73,fp32,N,N,0,556,0.68710,26.54
6777,18432,73,fp32,N,N,1,556,0.68849,26.49
6777,18432,73,fp32,N,N,2,556,0.68811,26.50
19822,786,101,fp32,N,T,0,612,0.21931,14.35
19822,786,101,fp32,N,T,1,612,0.20726,15.19
19822,786,101,fp32,N,T,2,612,0.20891,15.06
2772,1082,29358,fp32,N,N,0,556,5.53804,31.80
2772,1082,29358,fp32,N,N,1,556,5.53740,31.80
2772,1082,29358,fp32,N,N,2,556,5.54454,31.76
977,707,4243,bf16,T,T,0,39,0.13307,44.05
977,707,4243,bf16,T,T,1,39,0.13312,44.03
977,707,4243,bf16,T,T,2,39,0.13339,43.94
1544,1221,475,fp32,N,T,0,612,0.07957,22.51
1544,1221,475,fp32,N,T,1,612,0.07979,22.45
1544,1221,475,fp32,N,T,2,612,0.07936,22.57
2563,2309,1807,fp32,N,T,0,612,0.69926,30.59
2563,2309,1807,fp32,N,T,1,612,0.69937,30.58
2563,2309,1807,fp32,N,T,2,612,0.69921,30.59
11020,1068,6461,fp16,T,N,0,382,1.26001,120.70
11020,1068,6461,fp16,T,N,1,382,1.26167,120.54
11020,1068,6461,fp16,T,N,2,382,1.26257,120.46
113,6310,133,fp32,T,T,0,82,0.02731,6.95
113,6310,133,fp32,T,T,1,82,0.02747,6.91
113,6310,133,fp32,T,T,2,82,0.02741,6.92
16306,696,6909,bf16,T,N,0,441,1.22636,127.87
16306,696,6909,bf16,T,N,1,441,1.22503,128.01
16306,696,6909,bf16,T,N,2,441,1.22551,127.96
68,118,9424,bf16,T,N,0,247,0.03285,4.60
68,118,9424,bf16,T,N,1,247,0.03259,4.64
68,118,9424,bf16,T,N,2,247,0.03259,4.64
2040,9775,30415,fp32,T,N,0,519,126.02142,9.63
2040,9775,30415,fp32,T,N,1,519,126.37411,9.60
2040,9775,30415,fp32,T,N,2,519,125.88035,9.64
4372,507,10063,fp32,N,N,0,556,1.66749,26.75
4372,507,10063,fp32,N,N,1,556,1.59458,27.98
4372,507,10063,fp32,N,N,2,556,1.59634,27.95
120,32425,8926,fp32,N,N,0,556,2.83443,24.51
120,32425,8926,fp32,N,N,1,556,2.83225,24.53
120,32425,8926,fp32,N,N,2,556,2.83785,24.48
968,308,1322,bf16,T,T,0,39,0.02864,27.52
968,308,1322,bf16,T,T,1,39,0.02869,27.47
968,308,1322,bf16,T,T,2,39,0.02880,27.37
29582,192,475,bf16,T,N,0,441,0.09600,56.21
29582,192,475,bf16,T,N,1,441,0.09627,56.05
29582,192,475,bf16,T,N,2,441,0.09611,56.14
1726,68,10439,fp32,T,T,0,82,0.23376,10.48
1726,68,10439,fp32,T,T,1,82,0.23387,10.48
1726,68,10439,fp32,T,T,2,82,0.23387,10.48
438,83,271,fp16,N,N,0,94,0.04592,0.43
438,83,271,fp16,N,N,1,94,0.04592,0.43
438,83,271,fp16,N,N,2,94,0.04587,0.43
199,2644,389,bf16,T,T,0,39,0.01952,20.97
199,2644,389,bf16,T,T,1,39,0.01952,20.97
199,2644,389,bf16,T,T,2,39,0.01968,20.80
657,2022,6077,fp16,N,N,0,99,0.43003,37.55
657,2022,6077,fp16,N,N,1,99,0.43035,37.52
657,2022,6077,fp16,N,N,2,99,0.43163,37.41
621,230,111,fp16,N,N,0,92,0.02416,1.31
621,230,111,fp16,N,N,1,92,0.02416,1.31
621,230,111,fp16,N,N,2,92,0.02437,1.30
500,429,362,fp32,N,T,0,612,0.02469,6.29
500,429,362,fp32,N,T,1,612,0.02453,6.33
500,429,362,fp32,N,T,2,612,0.02459,6.32
881,320,6760,bf16,N,N,0,425,0.12981,29.36
881,320,6760,bf16,N,N,1,425,0.13067,29.17
881,320,6760,bf16,N,N,2,425,0.13008,29.30
1141,153,626,fp16,N,T,0,62,0.01931,11.32
1141,153,626,fp16,N,T,1,62,0.01931,11.32
1141,153,626,fp16,N,T,2,62,0.01941,11.26
5208,4275,29942,bf16,T,T,0,39,22.13407,60.24
5208,4275,29942,bf16,T,T,1,39,22.24367,59.94
5208,4275,29942,bf16,T,T,2,39,22.49248,59.28
540,350,2299,bf16,N,N,0,176,0.05557,15.64
540,350,2299,bf16,N,N,1,176,0.05573,15.59
540,350,2299,bf16,N,N,2,176,0.05568,15.61
3892,2184,721,fp32,N,T,0,616,0.51297,23.89
3892,2184,721,fp32,N,T,1,616,0.51238,23.92
3892,2184,721,fp32,N,T,2,616,0.51201,23.94
3993,7543,674,bf16,N,T,0,57,0.85286,47.61
3993,7543,674,bf16,N,T,1,57,0.85404,47.54
3993,7543,674,bf16,N,T,2,57,0.85356,47.57
7441,1048,6193,bf16,N,T,0,201,1.06876,90.37
7441,1048,6193,bf16,N,T,1,201,1.06903,90.35
7441,1048,6193,bf16,N,T,2,201,1.06732,90.50
4725,97,10660,fp16,T,N,0,258,1.35783,7.20
4725,97,10660,fp16,T,N,1,258,1.35650,7.20
4725,97,10660,fp16,T,N,2,258,1.35847,7.19
2998,17066,10075,fp32,T,T,0,82,26.58362,38.78
2998,17066,10075,fp32,T,T,1,82,26.58980,38.77
2998,17066,10075,fp32,T,T,2,82,26.59130,38.77
1740,84,22273,fp16,T,N,0,395,0.17643,36.90
1740,84,22273,fp16,T,N,1,395,0.17622,36.95
1740,84,22273,fp16,T,N,2,395,0.17648,36.89
5895,2070,5830,fp32,T,N,0,519,3.80058,37.44
5895,2070,5830,fp32,T,N,1,519,3.80116,37.43
5895,2070,5830,fp32,T,N,2,519,3.80063,37.44
66,4797,29467,fp32,T,N,0,519,1.32604,14.07
66,4797,29467,fp32,T,N,1,519,1.35138,13.81
66,4797,29467,fp32,T,N,2,519,1.34119,13.91
4905,391,1095,fp16,N,T,0,68,0.12933,32.47
4905,391,1095,fp16,N,T,1,68,0.12896,32.57
4905,391,1095,fp16,N,T,2,68,0.12955,32.42
119,6842,5078,fp16,N,N,0,101,0.23387,35.36
119,6842,5078,fp16,N,N,1,101,0.23542,35.13
119,6842,5078,fp16,N,N,2,101,0.23542,35.13
17020,1376,3181,fp32,T,T,0,82,3.99023,37.34
17020,1376,3181,fp32,T,T,1,82,3.99210,37.32
17020,1376,3181,fp32,T,T,2,82,3.99093,37.33
1012,600,10418,fp16,N,T,0,241,0.19632,64.44
1012,600,10418,fp16,N,T,1,241,0.19680,64.29
1012,600,10418,fp16,N,T,2,241,0.19728,64.13
3443,24753,327,fp16,T,T,0,53,1.20748,46.16
3443,24753,327,fp16,T,T,1,53,1.20919,46.09
3443,24753,327,fp16,T,T,2,53,1.20828,46.13
7183,1572,20987,fp32,T,N,0,525,12.57263,37.70
7183,1572,20987,fp32,T,N,1,525,12.57364,37.69
7183,1572,20987,fp32,T,N,2,525,12.57433,37.69
8020,771,12250,fp16,N,N,0,94,1.82621,82.96
8020,771,12250,fp16,N,N,1,94,1.82583,82.97
