transA,transB,M,N,batch_count,K,alpha,beta,lda,ldb,ldc,input_type,output_type,compute_type,solution_index
T,T,1640,563,1,30187,1,0,30187,563,1640,f32_r,f32_r,f32_r,606620821
N,T,1073,913,1,15997,1,0,1073,913,1073,f32_r,f32_r,f32_r,606624932
N,T,5469,825,1,8382,1,0,5469,825,5469,f32_r,f32_r,f32_r,606604037
T,N,5575,29767,1,10349,1,0,10349,10349,5575,bf16_r,f32_r,f32_r,606623188
N,T,2568,830,1,12420,1,0,2568,830,2568,f32_r,f32_r,f32_r,606624834
T,N,17689,1998,1,11502,1,0,11502,11502,17689,f16_r,f32_r,f32_r,606604860
N,T,9205,1104,1,10179,1,0,9205,1104,9205,f32_r,f32_r,f32_r,606604010
T,T,1487,2648,1,27454,1,0,27454,2648,1487,bf16_r,f32_r,f32_r,606619892
T,N,771,273,1,9019,1,0,9019,9019,771,bf16_r,f32_r,f32_r,606603215
N,T,2159,3063,1,14038,1,0,2159,3063,2159,f32_r,f32_r,f32_r,606634098
T,T,131,3121,1,8770,1,0,8770,3121,131,f32_r,f32_r,f32_r,606620752
N,N,183,1498,1,23114,1,0,183,23114,183,f16_r,f32_r,f32_r,606624098
N,N,643,22734,1,9504,1,0,643,9504,643,f16_r,f32_r,f32_r,606624149
T,T,207,12054,1,11944,1,0,11944,12054,207,bf16_r,f32_r,f32_r,606619890
N,T,983,16894,1,8690,1,0,983,16894,983,bf16_r,f32_r,f32_r,606605591
T,T,8935,19208,1,13812,1,0,13812,19208,8935,f16_r,f32_r,f32_r,606629608
T,N,2238,20419,1,25718,1,0,25718,25718,2238,bf16_r,f32_r,f32_r,606603151
T,T,554,6013,1,27686,1,0,27686,6013,554,bf16_r,f32_r,f32_r,606619893
T,N,7706,9084,1,15926,1,0,15926,15926,7706,f16_r,f32_r,f32_r,606604860
T,T,15944,5751,1,11356,1,0,11356,5751,15944,f16_r,f32_r,f32_r,606629610
T,T,10953,11542,1,8575,1,0,8575,11542,10953,f16_r,f32_r,f32_r,606629610
T,T,3503,22351,1,16684,1,0,16684,22351,3503,f16_r,f32_r,f32_r,606629601
N,T,350,3585,1,10362,1,0,350,3585,350,f32_r,f32_r,f32_r,606608170
N,N,10237,1082,1,16402,1,0,10237,16402,10237,f16_r,f32_r,f32_r,606603422
N,N,22025,995,1,8902,1,0,22025,8902,22025,f16_r,f32_r,f32_r,606624254
N,N,17666,3704,1,22714,1,0,17666,22714,17666,f16_r,f32_r,f32_r,606624175
T,N,4324,22029,1,8690,1,0,8690,8690,4324,bf16_r,f32_r,f32_r,606623188
T,N,7399,7206,1,11832,1,0,11832,11832,7399,bf16_r,f32_r,f32_r,606623114
N,T,1620,1700,1,12470,1,0,1620,1700,1620,f32_r,f32_r,f32_r,606624683
T,T,262,15568,1,12285,1,0,12285,15568,262,f32_r,f32_r,f32_r,606620805
T,T,2456,19995,1,15456,1,0,15456,19995,2456,f32_r,f32_r,f32_r,606620792
T,N,30398,812,1,9507,1,0,9507,9507,30398,bf16_r,f32_r,f32_r,606603171
T,T,1683,446,1,9523,1,0,9523,446,1683,f32_r,f32_r,f32_r,606620811
N,T,3461,6197,1,29060,1,0,3461,6197,3461,f16_r,f32_r,f32_r,606622968
T,T,1927,5986,1,11255,1,0,11255,5986,1927,f32_r,f32_r,f32_r,606620821
T,N,10202,1695,1,10579,1,0,10579,10579,10202,f16_r,f32_r,f32_r,606627750
T,N,26870,1653,1,30683,1,0,30683,30683,26870,f16_r,f32_r,f32_r,606604860
N,N,2274,6297,1,12051,1,0,2274,12051,2274,f16_r,f32_r,f32_r,606624175
T,N,1511,448,1,19420,1,0,19420,19420,1511,f32_r,f32_r,f32_r,606602168
T,T,339,30432,1,8646,1,0,8646,30432,339,f32_r,f32_r,f32_r,606620811
T,T,2301,24514,1,9949,1,0,9949,24514,2301,f32_r,f32_r,f32_r,606620757
T,N,457,1237,1,30198,1,0,30198,30198,457,f16_r,f32_r,f32_r,606604769
T,N,11149,3396,1,14167,1,0,14167,14167,11149,f16_r,f32_r,f32_r,606604812
T,N,24838,245,1,10039,1,0,10039,10039,24838,f16_r,f32_r,f32_r,606604799
T,N,254,23146,1,13513,1,0,13513,13513,254,f16_r,f32_r,f32_r,606627750
T,N,12287,2312,1,9778,1,0,9778,9778,12287,bf16_r,f32_r,f32_r,606623188
N,N,708,12944,1,24023,1,0,708,24023,708,f16_r,f32_r,f32_r,606603323
T,T,697,24670,1,14129,1,0,14129,24670,697,f16_r,f32_r,f32_r,606629606
T,N,467,1556,1,26356,1,0,26356,26356,467,f32_r,f32_r,f32_r,606618168
T,T,19635,5246,1,20974,1,0,20974,5246,19635,f16_r,f32_r,f32_r,606629601
T,N,17551,2691,1,11106,1,0,11106,11106,17551,bf16_r,f32_r,f32_r,606603171
T,N,155,21300,1,12222,1,0,12222,12222,155,f16_r,f32_r,f32_r,606627731
T,T,1741,2437,1,14046,1,0,14046,2437,1741,f32_r,f32_r,f32_r,606620794
T,N,28835,3776,1,16841,1,0,16841,16841,28835,bf16_r,f32_r,f32_r,606603171
T,N,19469,1333,1,10491,1,0,10491,10491,19469,f16_r,f32_r,f32_r,606604860
N,T,6897,5078,1,14871,1,0,6897,5078,6897,f16_r,f32_r,f32_r,606603110
T,T,5270,2721,1,9391,1,0,9391,2721,5270,f32_r,f32_r,f32_r,606620797
T,T,1295,23424,1,9550,1,0,9550,23424,1295,f16_r,f32_r,f32_r,606629597
T,N,22709,236,1,9873,1,0,9873,9873,22709,bf16_r,f32_r,f32_r,606603135
T,N,508,966,1,13889,1,0,13889,13889,508,f16_r,f32_r,f32_r,606627658
N,N,2503,3260,1,22705,1,0,2503,22705,2503,bf16_r,f32_r,f32_r,606629885
N,T,246,1333,1,21447,1,0,246,1333,246,bf16_r,f32_r,f32_r,606630690
N,N,2654,2506,1,21291,1,0,2654,21291,2654,bf16_r,f32_r,f32_r,606629906
N,T,1008,1941,1,11164,1,0,1008,1941,1008,bf16_r,f32_r,f32_r,606630698
T,N,3825,25945,1,12942,1,0,12942,12942,3825,bf16_r,f32_r,f32_r,606623114
T,T,1721,2336,1,22452,1,0,22452,2336,1721,f32_r,f32_r,f32_r,606620789
N,T,26439,912,1,13202,1,0,26439,912,26439,f16_r,f32_r,f32_r,606622983
T,T,788,7225,1,9035,1,0,9035,7225,788,f32_r,f32_r,f32_r,606620771
T,T,1407,1927,1,11446,1,0,11446,1927,1407,f32_r,f32_r,f32_r,606620804
T,T,494,225,1,14308,1,0,14308,225,494,f32_r,f32_r,f32_r,606620786
N,T,345,414,1,23858,1,0,345,414,345,f32_r,f32_r,f32_r,606603856
N,T,281,2313,1,27594,1,0,281,2313,281,f16_r,f32_r,f32_r,606622874
T,T,1199,144,1,15032,1,0,15032,144,1199,f32_r,f32_r,f32_r,606620804
T,N,211,8886,1,8690,1,0,8690,8690,211,bf16_r,f32_r,f32_r,606603171
T,T,7483,627,1,10697,1,0,10697,627,7483,bf16_r,f32_r,f32_r,606619911
N,N,135,736,1,13499,1,0,135,13499,135,bf16_r,f32_r,f32_r,606605256
N,T,520,421,1,29291,1,0,520,421,520,bf16_r,f32_r,f32_r,606605471
T,N,5147,20655,1,9019,1,0,9019,9019,5147,f16_r,f32_r,f32_r,606627750
T,T,447,2297,1,26673,1,0,26673,2297,447,f32_r,f32_r,f32_r,606620821
N,N,281,535,1,30218,1,0,281,30218,281,bf16_r,f32_r,f32_r,606629823
T,T,828,10336,1,14664,1,0,14664,10336,828,bf16_r,f32_r,f32_r,606619910
N,T,1704,25816,1,9768,1,0,1704,25816,1704,f16_r,f32_r,f32_r,606603020
T,T,454,2464,1,12487,1,0,12487,2464,454,f32_r,f32_r,f32_r,606620789
T,N,596,635,1,25198,1,0,25198,25198,596,bf16_r,f32_r,f32_r,606623122
N,N,155,901,1,18358,1,0,155,18358,155,bf16_r,f32_r,f32_r,606605173
T,N,22868,3394,1,13245,1,0,13245,13245,22868,bf16_r,f32_r,f32_r,606603171
T,N,12142,169,1,16836,1,0,16836,16836,12142,f16_r,f32_r,f32_r,606604841
N,T,903,409,1,30739,1,0,903,409,903,bf16_r,f32_r,f32_r,606605443
T,N,5570,7920,1,15480,1,0,15480,15480,5570,f16_r,f32_r,f32_r,606604799
N,N,215,501,1,16112,1,0,215,16112,215,bf16_r,f32_r,f32_r,606629909
T,T,2802,9047,1,8950,1,0,8950,9047,2802,f32_r,f32_r,f32_r,606620768
T,T,204,18049,1,18354,1,0,18354,18049,204,bf16_r,f32_r,f32_r,606619917
T,T,8343,298,1,14135,1,0,14135,298,8343,f32_r,f32_r,f32_r,606620787
T,N,1411,15062,1,12962,1,0,12962,12962,1411,f16_r,f32_r,f32_r,606627731
T,N,12903,6555,1,20610,1,0,20610,20610,12903,bf16_r,f32_r,f32_r,606623151
T,T,4772,2229,1,13604,1,0,13604,2229,4772,f32_r,f32_r,f32_r,606620786
N,N,646,2903,1,13138,1,0,646,13138,646,f16_r,f32_r,f32_r,606603406
T,N,1463,31750,1,19204,1,0,19204,19204,1463,f16_r,f32_r,f32_r,606627688
T,N,8007,6343,1,11902,1,0,11902,11902,8007,bf16_r,f32_r,f32_r,606603171
T,T,5896,2200,1,22483,1,0,22483,2200,5896,f32_r,f32_r,f32_r,606620787
N,T,374,2627,1,26299,1,0,374,2627,374,f16_r,f32_r,f32_r,606603058
N,N,411,677,1,8594,1,0,411,8594,411,f16_r,f32_r,f32_r,606603382
N,N,8130,7775,1,12082,1,0,8130,12082,8130,f16_r,f32_r,f32_r,606624251
T,N,351,12950,1,15551,1,0,15551,15551,351,bf16_r,f32_r,f32_r,606623114
N,N,30094,2082,1,32505,1,0,30094,32505,30094,f16_r,f32_r,f32_r,606603344
N,N,6253,4476,1,24070,1,0,6253,24070,6253,f16_r,f32_r,f32_r,606603410
N,N,1525,130,1,23178,1,0,1525,23178,1525,bf16_r,f32_r,f32_r,606605173
T,N,18652,8614,1,11024,1,0,11024,11024,18652,f16_r,f32_r,f32_r,606604841
N,T,1475,22628,1,15337,1,0,1475,22628,1475,bf16_r,f32_r,f32_r,606630850
T,N,7250,10571,1,20917,1,0,20917,20917,7250,bf16_r,f32_r,f32_r,606603171
T,N,3468,5059,1,8300,1,0,8300,8300,3468,bf16_r,f32_r,f32_r,606603151
T,N,2366,167,1,28241,1,0,28241,28241,2366,bf16_r,f32_r,f32_r,606603143
T,T,3250,19497,1,14863,1,0,14863,19497,3250,f16_r,f32_r,f32_r,606629601
T,T,6771,714,1,13265,1,0,13265,714,6771,f32_r,f32_r,f32_r,606620782
N,N,3964,233,1,15620,1,0,3964,15620,3964,bf16_r,f32_r,f32_r,606629843
T,T,7945,18850,1,12158,1,0,12158,18850,7945,f16_r,f32_r,f32_r,606629608
T,T,810,30291,1,11458,1,0,11458,30291,810,f32_r,f32_r,f32_r,606620788
N,N,8420,3469,1,10917,1,0,8420,10917,8420,bf16_r,f32_r,f32_r,606605285
T,N,28202,181,1,10212,1,0,10212,10212,28202,bf16_r,f32_r,f32_r,606603171
N,T,21754,1373,1,9829,1,0,21754,1373,21754,bf16_r,f32_r,f32_r,606605563
T,T,17372,184,1,16976,1,0,16976,184,17372,bf16_r,f32_r,f32_r,606619898
N,T,25741,900,1,10377,1,0,25741,900,25741,f16_r,f32_r,f32_r,606622954
T,N,1316,564,1,10811,1,0,10811,10811,1316,f16_r,f32_r,f32_r,606627701
T,N,14628,651,1,11258,1,0,11258,11258,14628,f16_r,f32_r,f32_r,606627731
N,T,18907,1865,1,20189,1,0,18907,1865,18907,f16_r,f32_r,f32_r,606603095
T,N,1664,375,1,10206,1,0,10206,10206,1664,f16_r,f32_r,f32_r,606627651
T,N,6727,3097,1,11344,1,0,11344,11344,6727,f16_r,f32_r,f32_r,606627731
T,T,924,921,1,22038,1,0,22038,921,924,f32_r,f32_r,f32_r,606620821
T,N,14023,1088,1,9944,1,0,9944,9944,14023,bf16_r,f32_r,f32_r,606623114
T,T,2656,1472,1,24379,1,0,24379,1472,2656,bf16_r,f32_r,f32_r,606619890
N,T,467,1101,1,22711,1,0,467,1101,467,bf16_r,f32_r,f32_r,606605443
T,N,2426,17029,1,10833,1,0,10833,10833,2426,f16_r,f32_r,f32_r,606604812
T,N,4004,17445,1,9507,1,0,9507,9507,4004,f16_r,f32_r,f32_r,606627701
T,N,4838,128,1,30997,1,0,30997,30997,4838,bf16_r,f32_r,f32_r,606603208
T,T,3925,301,1,29588,1,0,29588,301,3925,f32_r,f32_r,f32_r,606620789
T,N,11138,11868,1,14352,1,0,14352,14352,11138,bf16_r,f32_r,f32_r,606603208
N,T,472,561,1,20751,1,0,472,561,472,f16_r,f32_r,f32_r,606603011
N,T,1590,394,1,19981,1,0,1590,394,1590,f16_r,f32_r,f32_r,606602995
N,T,368,3162,1,28181,1,0,368,3162,368,f16_r,f32_r,f32_r,606603011
T,T,184,7829,1,16299,1,0,16299,7829,184,f32_r,f32_r,f32_r,606620779
N,N,822,5791,1,16962,1,0,822,16962,822,f16_r,f32_r,f32_r,606603422
T,N,8810,541,1,10921,1,0,10921,10921,8810,f16_r,f32_r,f32_r,606627731
T,N,9301,793,1,14467,1,0,14467,14467,9301,f16_r,f32_r,f32_r,606627731
T,T,22363,353,1,11117,1,0,11117,353,22363,bf16_r,f32_r,f32_r,606619915
N,N,10198,2845,1,20099,1,0,10198,20099,10198,f16_r,f32_r,f32_r,606624250
T,T,685,473,1,30975,1,0,30975,473,685,f32_r,f32_r,f32_r,606620790
N,T,16266,3358,1,16588,1,0,16266,3358,16266,bf16_r,f32_r,f32_r,606605563
N,T,335,729,1,27673,1,0,335,729,335,bf16_r,f32_r,f32_r,606605443
