family,harness_M,harness_N,K,dtype,harness_opA,harness_opB,rocblas_M,rocblas_N,rocblas_transA,rocblas_transB,n_solutions,rocblas_solution_index,tensile_index_for_override,default_ms,best_ms,gain
skinny-M,8,2641,4697,fp16,T,N,2641,8,N,T,258,-606622839,606622829,0.59644,0.03946,15.1167
skinny-M,2,1661,2911,fp16,T,N,1661,2,N,T,55,-548,538,0.37302,0.03314,11.2561
skinny-M,6,5161,3526,fp16,T,N,5161,6,N,T,71,-606622839,606622829,0.47264,0.05676,8.3277
skinny-M,6,7522,5417,fp16,T,N,7522,6,N,T,74,-606622839,606622829,0.96157,0.12028,7.9943
skinny-M,14,5301,10342,fp16,T,T,5301,14,T,T,53,-606629613,606629603,1.30530,0.17453,7.4790
skinny-M,14,7471,6320,fp16,T,T,7471,14,T,T,53,-606629613,606629603,1.20032,0.16091,7.4596
skinny-M,9,1498,9358,fp16,T,T,1498,9,T,T,88,-606629612,606629602,1.12919,0.16200,6.9704
skinny-M,16,6623,8533,fp16,T,T,6623,16,T,T,53,-606629612,606629602,1.09487,0.15737,6.9574
skinny-M,2,5500,8481,fp16,T,N,5500,2,N,T,107,-606602877,606602867,1.10425,0.15932,6.9310
skinny-M,16,9097,4075,fp16,T,T,9097,16,T,T,53,-606629622,606629612,0.78360,0.11652,6.7249
skinny-M,15,2514,6918,fp16,T,T,2514,15,T,T,88,-606629613,606629603,0.84790,0.12628,6.7144
skinny-M,9,1818,7377,fp16,T,T,1818,9,T,T,53,-606629622,606629612,0.89456,0.13674,6.5422
skinny-M,15,4997,2727,fp16,T,T,4997,15,T,T,53,-606629612,606629602,0.34643,0.05725,6.0513
skinny-M,4,20928,1051,fp16,T,N,20928,4,N,T,227,-606602970,606602960,0.32107,0.05329,6.0252
skinny-M,10,17601,31985,fp16,T,T,17601,10,T,T,53,-606629612,606629602,7.64695,1.45208,5.2662
skinny-M,2,9458,3831,fp16,T,N,9458,2,N,T,55,-606622900,606622890,0.68712,0.13661,5.0297
skinny-M,2,14660,12166,fp16,T,T,14660,2,T,T,60,-606629560,606629550,2.82929,0.79033,3.5799
skinny-M,5,1161,23699,fp32,N,T,1161,5,T,N,612,-606618433,606618423,0.57540,0.17453,3.2968
skinny-M,2,10224,26560,fp16,N,N,10224,2,N,N,399,-606624210,606624200,1.50131,0.48873,3.0719
skinny-M,4,2658,16964,fp32,T,N,2658,4,N,T,519,-606624704,606624694,0.70352,0.23695,2.9691
skinny-M,7,14760,5469,fp16,N,N,14760,7,N,N,393,-606603255,606603245,0.35440,0.14514,2.4418
skinny-M,8,4580,3165,fp32,T,T,4580,8,T,T,82,-606620820,606620810,0.20395,0.08476,2.4061
skinny-M,15,1448,4316,fp16,N,N,1448,15,N,N,393,-606603284,606603274,0.04705,0.01970,2.3880
skinny-M,2,7999,29126,fp16,T,T,7999,2,T,T,36,-374,364,5.51178,2.37671,2.3191
skinny-M,11,4199,30799,bf16,T,T,4199,11,T,T,39,-606619899,606619889,1.25704,0.54521,2.3056
skinny-M,7,8372,10763,fp16,T,T,8372,7,T,T,36,-374,364,2.04656,0.88953,2.3007
skinny-M,3,16275,1515,fp16,T,T,16275,3,T,T,36,-374,364,0.43743,0.19253,2.2720
skinny-M,5,7051,1580,fp32,T,T,7051,5,T,T,82,-606620828,606620818,0.17755,0.07839,2.2649
skinny-M,1,10227,2613,bf16,T,N,10227,1,N,T,10,-9,-1,0.14756,0.06726,2.1940
skinny-M,3,22072,12963,fp16,T,T,22072,3,T,T,36,-378,368,4.12449,1.90928,2.1602
skinny-M,6,2257,2320,fp32,T,T,2257,6,T,T,82,-606620796,606620786,0.12108,0.05795,2.0894
skinny-M,11,2123,5792,fp16,T,N,2123,11,N,T,258,-606622882,606622872,0.09499,0.04582,2.0731
skinny-M,2,19003,31435,fp16,N,T,19003,2,T,N,70,-606627647,606627637,2.49144,1.21994,2.0423
skinny-M,5,3029,9869,fp16,T,T,3029,5,T,T,36,-374,364,1.21209,0.60999,1.9871
skinny-M,5,1808,16145,fp16,T,T,1808,5,T,T,36,-374,364,1.94942,0.98930,1.9705
skinny-M,6,4075,27297,fp16,T,T,4075,6,T,T,36,-374,364,3.38641,1.73893,1.9474
skinny-M,3,1431,12905,fp16,T,T,1431,3,T,T,36,-374,364,1.55242,0.80218,1.9353
skinny-M,2,5166,3585,fp16,T,T,5166,2,T,T,36,-374,364,0.45362,0.23442,1.9351
skinny-M,15,13923,25673,fp16,N,T,13923,15,T,N,70,-606627734,606627724,1.54159,0.80383,1.9178
skinny-M,14,16607,2775,fp16,N,N,16607,14,N,N,103,-606624140,606624130,0.18757,0.09831,1.9079
skinny-M,1,7574,5601,fp16,N,N,7574,1,N,N,102,-9,-1,0.19621,0.10404,1.8858
skinny-M,1,6753,4847,bf16,N,N,6753,1,N,N,177,-9,-1,0.18136,0.09853,1.8406
skinny-M,1,3135,30516,bf16,N,T,3135,1,T,N,65,-606623130,606623120,0.36358,0.19984,1.8194
skinny-M,11,2758,9970,fp16,N,T,2758,11,T,N,70,-606604761,606604751,0.12691,0.06979,1.8184
skinny-M,13,3290,7741,bf16,N,T,3290,13,T,N,64,-606623168,606623158,0.11805,0.06544,1.8039
skinny-M,13,1605,1466,fp16,N,N,1605,13,N,N,97,-606624200,606624190,0.03496,0.01947,1.7951
skinny-M,13,1411,1362,fp16,N,N,1411,13,N,N,97,-606603275,606603265,0.03388,0.01890,1.7929
skinny-M,4,16056,12496,fp16,N,N,16056,4,N,N,399,-606624078,606624068,0.67327,0.38225,1.7613
skinny-M,3,2834,25588,fp16,N,T,2834,3,T,N,70,-606627650,606627640,0.28447,0.16778,1.6955
skinny-M,1,1207,2765,fp16,N,T,1207,1,T,N,69,-9,-1,0.02422,0.01432,1.6914
skinny-M,8,1377,1063,fp32,N,N,1377,8,N,N,556,-606628038,606628028,0.01706,0.01012,1.6857
skinny-M,8,27350,1056,fp16,T,N,27350,8,N,T,249,-606622868,606622858,0.11293,0.06721,1.6802
skinny-M,13,1642,21553,fp16,T,N,1642,13,N,T,259,-606602963,606602953,0.16797,0.10031,1.6745
skinny-M,2,1184,6563,bf16,T,T,1184,2,T,T,4,-354,344,0.70788,0.42593,1.6620
skinny-M,3,1977,14375,bf16,T,T,1977,3,T,T,4,-354,344,1.55555,0.94147,1.6523
skinny-M,6,1618,4363,bf16,T,T,1618,6,T,T,4,-354,344,0.47481,0.28789,1.6493
skinny-M,1,22464,4518,bf16,N,N,22464,1,N,N,426,-9,-1,0.28826,0.17786,1.6207
skinny-M,1,7008,6688,fp16,N,N,7008,1,N,N,394,-606624109,606624099,0.14825,0.09194,1.6125
skinny-M,5,3160,2955,bf16,T,T,3160,5,T,T,4,-354,344,0.32683,0.20358,1.6054
skinny-M,2,24324,26533,bf16,N,N,24324,2,N,N,283,-606605207,606605197,1.86386,1.17910,1.5807
skinny-M,13,2355,18385,fp16,N,T,2355,13,T,N,70,-606627666,606627656,0.19302,0.12345,1.5636
skinny-M,7,11102,20245,fp16,N,N,11102,7,N,N,101,-606603383,606603373,0.73759,0.47320,1.5587
skinny-M,16,2384,1096,fp32,N,N,2384,16,N,N,562,-606605146,606605136,0.02098,0.01348,1.5563
skinny-M,8,6878,20579,fp32,T,N,6878,8,N,T,519,-606604023,606604013,0.91629,0.59346,1.5440
skinny-M,2,4834,3471,bf16,T,T,4834,2,T,T,4,-354,344,0.38147,0.24986,1.5267
skinny-M,4,2598,15341,fp16,T,N,2598,4,N,T,74,-606622839,606622829,0.15477,0.10208,1.5161
skinny-M,8,3789,2275,fp16,N,N,3789,8,N,N,103,-606603283,606603273,0.05636,0.03723,1.5140
skinny-M,11,2901,9372,fp32,N,T,2901,11,T,N,612,-606602197,606602187,0.15721,0.10583,1.4855
skinny-M,12,16900,25213,fp16,N,N,16900,12,N,N,232,-606603293,606603283,1.26171,0.87755,1.4378
skinny-M,3,1431,6254,fp32,T,T,1431,3,T,T,15,-606620762,606620752,0.31354,0.21965,1.4274
skinny-M,3,29459,1379,fp32,N,N,29459,3,N,N,556,-606605006,606604996,0.19241,0.13552,1.4198
skinny-M,3,2795,2586,bf16,T,N,2795,3,N,T,26,-151,141,0.11451,0.08231,1.3912
skinny-M,4,1397,31984,bf16,N,N,1397,4,N,N,176,-606605266,606605256,0.19018,0.13675,1.3908
skinny-M,3,2357,2029,bf16,T,N,2357,3,N,T,26,-152,142,0.09128,0.06626,1.3776
skinny-M,4,15159,20172,fp16,N,N,15159,4,N,N,103,-606603313,606603303,0.93701,0.68291,1.3721
skinny-M,3,5149,28704,fp32,T,T,5149,3,T,T,15,-606620832,606620822,1.80015,1.32565,1.3579
skinny-M,1,6986,1982,bf16,T,N,6986,1,N,T,10,-9,-1,0.06872,0.05075,1.3541
skinny-M,3,13541,30722,bf16,N,N,13541,3,N,N,176,-606605179,606605169,1.34258,1.01137,1.3275
skinny-M,11,12047,12316,fp32,N,T,12047,11,T,N,612,-606618431,606618421,0.75849,0.57183,1.3264
skinny-M,4,5204,15155,bf16,N,T,5204,4,T,N,64,-606603151,606603141,0.22621,0.17176,1.3170
skinny-M,8,8817,6560,fp16,N,N,8817,8,N,N,103,-606624243,606624233,0.20527,0.15735,1.3045
skinny-M,8,14492,1529,bf16,T,T,14492,8,T,T,39,-606619899,606619889,0.09441,0.07284,1.2961
skinny-M,6,9815,11307,bf16,N,T,9815,6,T,N,64,-606623130,606623120,0.28868,0.22273,1.2961
skinny-M,1,17723,26027,fp16,N,T,17723,1,T,N,71,-606627649,606627639,1.17065,0.91412,1.2806
skinny-M,2,1361,1229,bf16,T,N,1361,2,N,T,24,-151,141,0.05235,0.04110,1.2735
skinny-M,2,18003,1485,fp32,N,N,18003,2,N,N,556,-606605005,606604995,0.11094,0.08786,1.2627
skinny-M,8,19183,27506,bf16,T,T,19183,8,T,T,39,-606619899,606619889,1.53681,1.21958,1.2601
skinny-M,9,13968,31299,fp32,T,N,13968,9,N,T,525,-606624721,606624711,1.93549,1.59025,1.2171
skinny-M,3,25735,2048,fp32,N,N,25735,3,N,N,556,-606605141,606605131,0.19896,0.16362,1.2160
skinny-M,5,26343,1915,fp32,N,N,26343,5,N,N,556,-606628034,606628024,0.18676,0.15429,1.2104
skinny-M,9,28001,3356,fp32,N,N,28001,9,N,N,556,-606627862,606627852,0.39987,0.33125,1.2072
skinny-M,1,11857,15078,fp32,N,N,11857,1,N,N,557,-606628034,606628024,0.74035,0.61429,1.2052
skinny-M,4,17922,4876,fp32,N,N,17922,4,N,N,558,-606627903,606627893,0.35103,0.29326,1.1970
skinny-M,10,3466,28462,fp16,T,N,3466,10,N,T,259,-606622839,606622829,0.42445,0.35599,1.1923
skinny-M,7,5683,11137,fp16,N,N,5683,7,N,N,99,-606603283,606603273,0.20672,0.17447,1.1849
skinny-M,4,26242,6784,fp32,T,N,26242,4,N,T,519,-606604014,606604004,0.72852,0.63059,1.1553
skinny-M,2,4490,1237,bf16,N,N,4490,2,N,N,174,-606605228,606605218,0.03372,0.02932,1.1500
skinny-M,1,17211,10547,fp32,N,N,17211,1,N,N,557,-606627902,606627892,0.70543,0.61422,1.1485
skinny-M,2,19241,7198,fp32,N,N,19241,2,N,N,556,-606627862,606627852,0.51885,0.45233,1.1471
skinny-M,3,3774,6354,bf16,T,N,3774,3,N,T,27,-606630723,606630713,0.25052,0.21883,1.1448
skinny-M,8,1279,19144,fp16,T,N,1279,8,N,T,259,-606602963,606602953,0.07773,0.06794,1.1441
skinny-M,1,5837,25558,bf16,T,N,5837,1,N,T,12,-9,-1,0.55594,0.48640,1.1430
skinny-M,10,31245,2493,bf16,T,T,31245,10,T,T,39,-606619899,606619889,0.25296,0.22147,1.1422
skinny-M,13,5065,9276,fp32,N,T,5065,13,T,N,612,-606602198,606602188,0.20998,0.18450,1.1381
skinny-M,3,2841,8606,fp32,T,N,2841,3,N,T,253,-606603884,606603874,0.13932,0.12254,1.1370
skinny-M,2,26302,24773,fp16,N,T,26302,2,T,N,70,-606604760,606604750,1.43172,1.27889,1.1195
skinny-M,4,2059,8025,fp16,N,N,2059,4,N,N,103,-606603403,606603393,0.06364,0.05693,1.1180
skinny-M,7,24100,3045,bf16,N,N,24100,7,N,N,283,-606605254,606605244,0.15563,0.14177,1.0977
skinny-M,9,5095,7805,bf16,N,N,5095,9,N,N,176,-606629919,606629909,0.13927,0.12726,1.0944
skinny-M,12,12372,17297,fp16,N,T,12372,12,T,N,70,-606627662,606627652,0.47184,0.43690,1.0800
skinny-M,14,2151,1818,fp32,T,N,2151,14,N,T,519,-606624689,606624679,0.03100,0.02882,1.0757
skinny-M,6,10028,11524,bf16,T,T,10028,6,T,T,4,-354,344,1.47930,1.38735,1.0663
skinny-M,9,19269,29079,fp32,N,T,19269,9,T,N,612,-606618439,606618429,2.25288,2.11905,1.0632
skinny-M,2,5519,1431,bf16,N,N,5519,2,N,N,174,-606605260,606605250,0.03720,0.03508,1.0605
skinny-M,2,12491,17151,bf16,T,T,12491,2,T,T,4,-354,344,2.21089,2.11120,1.0472
skinny-M,1,2611,1496,bf16,N,T,2611,1,T,N,63,-9,-1,0.01800,0.01730,1.0400
skinny-M,14,5251,4529,fp16,N,N,5251,14,N,N,103,-606624108,606624098,0.08917,0.08691,1.0260
skinny-M,5,6540,25555,fp32,T,N,6540,5,N,T,525,-606603996,606603986,0.60832,0.59480,1.0227
skinny-M,11,2100,3278,fp16,N,T,2100,11,T,N,68,-606604761,606604751,0.03111,0.03056,1.0181
skinny-M,5,20623,11236,fp32,T,T,20623,5,T,T,82,-606620823,606620813,1.12793,1.11227,1.0141
skinny-M,11,13206,21901,bf16,N,T,13206,11,T,N,64,-606603150,606603140,0.57793,0.57003,1.0138
skinny-M,9,1461,2346,fp32,T,N,1461,9,N,T,519,-606624689,606624679,0.03376,0.03349,1.0082
skinny-M,1,2084,15606,bf16,T,T,2084,1,T,T,4,-356,346,0.08986,0.08933,1.0059
skinny-M,1,7140,4962,bf16,N,N,7140,1,N,N,284,-606629825,606629815,0.09630,0.09580,1.0053
skinny-M,3,13765,16476,bf16,T,N,13765,3,N,T,28,-606605522,606605512,0.75453,0.75145,1.0041
skinny-M,1,4196,6469,fp16,T,T,4196,1,T,T,23,-606629592,606629582,0.07867,0.07857,1.0013
skinny-M,6,2334,5751,fp16,N,T,2334,6,T,N,70,-606627654,606627644,0.04539,0.04534,1.0012
skinny-M,1,9260,7244,fp16,T,N,9260,1,N,T,38,-606622733,606622723,0.14795,0.14784,1.0007
skinny-M,1,2163,29521,bf16,N,N,2163,1,N,N,177,-606605183,606605173,0.17589,0.17586,1.0002
skinny-M,1,31434,7593,bf16,T,T,31434,1,T,T,4,-9,-1,0.82558,0.82553,1.0001
skinny-M,1,11060,3883,fp16,T,T,11060,1,T,T,23,-606629598,606629588,0.11595,0.11595,1.0000
skinny-M,12,1027,12691,fp16,T,N,1027,12,N,T,258,-606603003,606602993,0.04300,0.04300,0.9999
skinny-M,5,17516,1056,bf16,T,T,17516,5,T,T,4,-357,347,0.16493,0.16496,0.9998
skinny-M,14,1074,18628,fp16,N,T,1074,14,T,N,70,-606604754,606604744,0.08489,0.08492,0.9997
skinny-M,14,26242,27847,fp32,N,T,26242,14,T,N,612,-606601886,606601876,2.72431,2.72693,0.9990
skinny-M,15,8225,1641,fp16,N,N,8225,15,N,N,97,-606603313,606603303,0.04886,0.04894,0.9984
skinny-M,8,12141,3792,bf16,N,T,12141,8,T,N,62,-606623129,606623119,0.10463,0.10482,0.9981
skinny-M,12,1199,12140,bf16,N,T,1199,12,T,N,64,-606623202,606623192,0.06838,0.06852,0.9981
skinny-M,5,1094,15427,fp16,N,T,1094,5,T,N,70,-606604754,606604744,0.08132,0.08152,0.9975
skinny-M,2,12219,1956,fp16,N,T,12219,2,T,N,68,-606604773,606604763,0.05804,0.05820,0.9972
skinny-M,6,6164,30413,fp32,T,N,6164,6,N,T,525,-606603796,606603786,0.64349,0.64622,0.9958
skinny-M,1,5316,27424,fp32,T,T,5316,1,T,T,13,-606620753,606620743,0.49428,0.49657,0.9954
skinny-M,10,10850,25130,fp32,T,N,10850,10,N,T,519,-606604014,606604004,0.98048,0.98584,0.9946
skinny-M,2,23098,28084,bf16,T,N,23098,2,N,T,28,-606630771,606630761,1.61649,1.62902,0.9923
skinny-M,5,1771,2131,bf16,N,T,1771,5,T,N,62,-606623182,606623172,0.02261,0.02280,0.9916
skinny-M,6,13606,14748,fp32,T,T,13606,6,T,T,82,-606620798,606620788,1.08209,1.09182,0.9911
skinny-M,1,1577,8466,fp16,T,N,1577,1,N,T,38,-606602865,606602855,0.13967,0.14092,0.9911
skinny-M,7,2037,11626,fp16,T,N,2037,7,N,T,74,-606603003,606602993,0.08029,0.08118,0.9890
skinny-M,3,26046,30779,bf16,T,N,26046,3,N,T,28,-606605522,606605512,2.01798,2.05495,0.9820
skinny-M,5,3314,2962,fp32,T,N,3314,5,N,T,519,-606624713,606624703,0.04690,0.04797,0.9776
large-K,508,471,22804,fp16,T,N,471,508,N,T,258,-606603005,606602995,2.47566,0.20974,11.8036
large-K,179,1546,13321,bf16,T,N,1546,179,N,T,247,-606630700,606630690,1.79109,0.15875,11.2824
large-K,630,393,16058,fp16,T,N,393,630,N,T,258,-606622884,606622874,1.63312,0.15246,10.7119
large-K,398,977,14543,bf16,T,N,977,398,N,T,247,-606630700,606630690,2.56594,0.28109,9.1286
large-K,10145,401,13136,fp16,T,N,401,10145,N,T,245,-606603106,606603096,10.46733,1.27656,8.1997
large-K,10311,314,10208,fp16,T,N,314,10311,N,T,245,-606603049,606603039,6.54861,0.81776,8.0080
large-K,699,923,15353,bf16,T,N,923,699,N,T,244,-606605453,606605443,2.58978,0.32839,7.8862
large-K,312,271,11702,fp16,T,T,271,312,T,T,53,-606629612,606629602,1.46969,0.19068,7.7075
large-K,1968,390,11358,bf16,T,N,390,1968,N,T,244,-606630836,606630826,1.94522,0.25291,7.6915
large-K,1920,14000,13877,fp16,T,T,14000,1920,T,T,53,-606629610,606629600,47.25605,6.43243,7.3465
large-K,1585,161,13323,fp16,T,N,161,1585,N,T,258,-606622884,606622874,0.99014,0.13558,7.3028
large-K,254,11817,9423,fp16,T,T,11817,254,T,T,53,-606629607,606629597,4.32131,0.59289,7.2885
large-K,133,1427,8267,fp16,T,N,1427,133,N,T,258,-606603005,606602995,0.75545,0.10828,6.9768
large-K,454,1072,9926,fp16,T,T,1072,454,T,T,88,-606629613,606629603,1.73631,0.25176,6.8967
large-K,2877,617,28628,fp16,T,T,617,2877,T,T,53,-606629611,606629601,10.45804,1.61174,6.4887
large-K,2476,621,11347,fp16,T,T,621,2476,T,T,53,-606629606,606629596,2.91212,0.45209,6.4414
large-K,292,460,8645,fp16,T,T,460,292,T,T,53,-606629613,606629603,0.90079,0.14654,6.1471
large-K,6222,760,16862,fp16,T,T,760,6222,T,T,88,-606629610,606629600,9.49290,1.55174,6.1176
large-K,532,542,8561,fp16,T,T,542,532,T,T,53,-606629622,606629612,0.92601,0.15270,6.0641
large-K,257,835,12264,fp16,T,T,835,257,T,T,53,-606629621,606629611,1.23793,0.20699,5.9808
large-K,2681,2391,14700,fp16,T,T,2391,2681,T,T,53,-606629611,606629601,12.79136,2.18652,5.8501
large-K,516,4620,15046,fp16,T,T,4620,516,T,T,88,-606629607,606629597,5.22925,0.89724,5.8281
large-K,2522,3468,9156,fp16,T,T,3468,2522,T,T,88,-606629610,606629600,9.75131,1.71877,5.6734
large-K,4635,2873,8970,fp16,T,T,2873,4635,T,T,53,-606629617,606629607,17.10680,3.03612,5.6344
large-K,211,4095,31880,fp16,T,T,4095,211,T,T,53,-606629614,606629604,6.25776,1.11361,5.6193
large-K,22286,252,21620,fp16,T,T,252,22286,T,T,88,-606629620,606629610,14.12002,2.57375,5.4862
large-K,6509,396,13276,fp16,T,T,396,6509,T,T,88,-606629608,606629598,4.47244,0.81696,5.4745
large-K,8280,248,27509,fp16,T,T,248,8280,T,T,53,-606629614,606629604,8.45541,1.55554,5.4357
large-K,8014,3117,19888,fp16,T,T,3117,8014,T,T,53,-606629618,606629608,67.21912,12.55633,5.3534
large-K,7240,4092,8459,fp16,T,T,4092,7240,T,T,53,-606629620,606629610,32.46873,6.07503,5.3446
large-K,386,412,20744,fp16,T,N,412,386,N,T,395,-606622884,606622874,0.90146,0.16923,5.3269
large-K,7016,1337,18493,fp16,T,T,1337,7016,T,T,53,-606629618,606629608,22.62834,4.26527,5.3053
large-K,4050,1307,16699,fp16,T,T,1307,4050,T,T,53,-606629616,606629606,12.47810,2.35310,5.3028
large-K,1611,2189,26479,fp16,T,T,2189,1611,T,T,53,-606629616,606629606,13.88594,2.66847,5.2037
large-K,142,629,24502,fp16,T,N,629,142,N,T,259,-606622884,606622874,0.96890,0.18925,5.1196
large-K,230,8592,18796,fp16,T,T,8592,230,T,T,88,-606629607,606629597,5.47803,1.07354,5.1028
large-K,5177,1192,31767,fp16,T,T,1192,5177,T,T,53,-606629618,606629608,27.74314,5.43949,5.1003
large-K,443,1636,24285,fp16,T,T,1636,443,T,T,53,-606629621,606629611,3.56066,0.70400,5.0578
large-K,5649,2432,8468,fp16,T,T,2432,5649,T,T,88,-606629617,606629607,13.09346,2.61138,5.0140
large-K,9543,1665,24354,fp16,T,T,1665,9543,T,T,53,-606629618,606629608,58.39111,11.82255,4.9390
large-K,554,2729,19204,fp16,T,T,2729,554,T,T,53,-606629614,606629604,4.88653,0.99953,4.8888
large-K,209,480,11135,bf16,N,T,480,209,T,N,214,-606603212,606603202,0.32779,0.06941,4.7225
large-K,6078,2284,27465,fp16,T,T,2284,6078,T,T,53,-606629608,606629598,49.78496,10.55002,4.7189
large-K,5071,3592,15425,fp16,T,T,3592,5071,T,T,53,-606629608,606629598,35.79150,7.83217,4.5698
large-K,960,172,11369,fp16,T,N,172,960,N,T,395,-606603005,606602995,0.50887,0.11589,4.3909
large-K,8259,2672,22605,fp16,T,T,2672,8259,T,T,53,-606629615,606629605,66.54308,15.32268,4.3428
large-K,2169,20183,12257,fp16,T,T,20183,2169,T,T,53,-606629611,606629601,67.38268,15.54141,4.3357
large-K,4119,7849,13742,fp16,T,T,7849,4119,T,T,53,-606629618,606629608,59.92617,14.14654,4.2361
large-K,2509,286,16100,fp16,T,T,286,2509,T,T,88,-606629621,606629611,1.83166,0.46453,3.9431
large-K,1020,18926,26025,fp16,T,T,18926,1020,T,T,53,-606629611,606629601,63.80259,16.71334,3.8175
large-K,4921,759,14242,bf16,T,N,759,4921,N,T,231,-606605569,606605559,3.88000,1.03325,3.7551
large-K,484,128,29438,fp16,N,N,128,484,N,N,399,-606603250,606603240,0.24411,0.06733,3.6258
large-K,11013,744,28132,bf16,N,T,744,11013,T,N,201,-606623196,606623186,12.60345,3.99586,3.1541
large-K,128,4799,8619,fp16,N,T,4799,128,T,N,68,-606627668,606627658,0.62945,0.20681,3.0437
large-K,660,132,20045,fp16,N,N,132,660,N,N,232,-606624108,606624098,0.35197,0.11878,2.9632
large-K,358,2430,18754,fp32,T,N,2430,358,N,T,519,-606624692,606624682,2.96046,1.01228,2.9245
large-K,3132,7257,12119,bf16,T,N,7257,3132,N,T,231,-606630826,606630816,12.81472,4.39019,2.9189
large-K,697,174,30162,fp32,N,T,174,697,T,N,612,-606618203,606618193,1.34994,0.47424,2.8466
large-K,2078,141,17901,fp16,N,N,141,2078,N,N,103,-606624235,606624225,0.86102,0.30354,2.8366
large-K,937,325,11054,bf16,N,T,325,937,T,N,64,-606603225,606603215,0.46825,0.17103,2.7378
large-K,1518,191,9569,fp16,N,N,191,1518,N,N,103,-606603283,606603273,0.47771,0.17573,2.7185
large-K,1712,9691,9030,bf16,T,N,9691,1712,N,T,231,-606630852,606630842,6.62511,2.49389,2.6565
large-K,1851,234,15222,fp16,N,N,234,1851,N,N,101,-606624235,606624225,0.66676,0.25164,2.6497
large-K,2044,1650,25653,fp16,T,N,1650,2044,N,T,245,-606603099,606603089,3.56651,1.34631,2.6491
large-K,1713,9387,9171,bf16,T,N,9387,1713,N,T,231,-606605657,606605647,6.86253,2.61338,2.6259
large-K,344,324,15417,fp16,N,N,324,344,N,N,232,-606624235,606624225,0.31997,0.12423,2.5756
large-K,523,249,26152,fp32,N,T,249,523,T,N,612,-606602165,606602155,1.07158,0.42041,2.5489
large-K,2627,3718,13306,bf16,T,N,3718,2627,N,T,231,-606605595,606605585,6.42864,2.52216,2.5489
large-K,1662,4382,14259,bf16,T,N,4382,1662,N,T,231,-606630826,606630816,4.74757,1.86873,2.5405
large-K,1645,6483,15053,bf16,T,N,6483,1645,N,T,231,-606605644,606605634,7.19876,2.91143,2.4726
large-K,1943,4171,19403,fp16,T,N,4171,1943,N,T,245,-606623001,606622991,7.67739,3.15397,2.4342
large-K,138,748,11667,fp16,N,N,748,138,N,N,232,-606603403,606603393,0.23819,0.09942,2.3958
large-K,354,134,9611,fp32,N,N,134,354,N,N,556,-606605146,606605136,0.27557,0.11636,2.3683
large-K,619,140,10271,bf16,T,N,140,619,N,T,348,-606605453,606605443,0.23203,0.09899,2.3440
large-K,4537,578,31840,fp16,T,N,578,4537,N,T,249,-606622995,606622985,3.67916,1.58991,2.3141
large-K,262,7821,30041,bf16,T,N,7821,262,N,T,238,-606630822,606630812,3.26658,1.41323,2.3114
large-K,407,3057,15543,fp16,T,N,3057,407,N,T,250,-606622962,606622952,1.05092,0.46062,2.2815
large-K,1367,5359,22748,fp16,T,N,5359,1367,N,T,245,-606603115,606603105,8.12279,3.56548,2.2782
large-K,974,245,11796,fp32,N,T,245,974,T,N,612,-606618439,606618429,0.50505,0.22304,2.2644
large-K,1717,7516,15296,fp16,N,T,7516,1717,T,N,62,-606604851,606604841,6.85704,3.13311,2.1886
large-K,9457,12982,16790,bf16,T,T,12982,9457,T,T,39,-606619916,606619906,72.55692,33.57125,2.1613
large-K,614,943,15203,fp16,N,N,943,614,N,N,103,-606603299,606603289,0.77041,0.35768,2.1539
large-K,16368,6804,21486,bf16,T,T,6804,16368,T,T,39,-606619916,606619906,82.89024,38.55712,2.1498
large-K,206,427,32112,bf16,N,T,427,206,T,N,64,-606623149,606623139,0.42329,0.19981,2.1184
large-K,4516,1193,8455,bf16,T,N,1193,4516,N,T,231,-606630884,606630874,1.77551,0.84794,2.0939
large-K,14171,13508,10645,bf16,T,T,13508,14171,T,T,39,-606619916,606619906,68.99590,33.17265,2.0799
large-K,9923,342,29592,bf16,N,T,342,9923,T,N,57,-606623198,606623188,5.48461,2.66321,2.0594
large-K,210,178,16546,fp16,T,T,178,210,T,T,88,-606629622,606629612,0.58169,0.28245,2.0594
large-K,1417,3027,15782,bf16,N,T,3027,1417,T,N,57,-606603145,606603135,2.89210,1.40636,2.0565
large-K,11351,15545,15562,bf16,T,T,15545,11351,T,T,39,-606619916,606619906,91.48045,44.54150,2.0538
large-K,13020,10121,10163,bf16,T,T,10121,13020,T,T,39,-606619916,606619906,44.93388,21.90560,2.0513
large-K,4125,16070,25745,bf16,T,T,16070,4125,T,T,39,-606619916,606619906,65.45850,32.22041,2.0316
large-K,140,2653,9940,fp16,N,N,2653,140,N,N,103,-606624121,606624111,0.45595,0.22523,2.0244
large-K,1838,3053,16508,fp16,N,T,3053,1838,T,N,62,-606627741,606627731,4.00514,1.98707,2.0156
large-K,13761,347,24874,bf16,N,T,347,13761,T,N,57,-606603181,606603171,6.97131,3.47034,2.0088
large-K,12045,14390,12061,bf16,T,T,14390,12045,T,T,39,-606619916,606619906,74.02209,36.88526,2.0068
large-K,1429,5101,11172,bf16,N,T,5101,1429,T,N,57,-606623198,606623188,3.32172,1.67241,1.9862
large-K,283,450,15541,fp32,N,N,450,283,N,N,556,-606605063,606605053,0.43896,0.22112,1.9852
